text,label,score
네이버페이 2인권 50000원 두장구매하여 4인가족 10만원에 입장하였어요,LABEL_2,0.9373
겨울이라 브릿지는 못나갔구요 날씨가 맑아도 밖은 바람때문에 춥고 스카이안은 너무 따뜻해서 두꺼운외투가 짐이된답니다,LABEL_1,0.6574
맑은 날씨덕분에 서울시내가 아주 잘보이고 가시거리도 좋습니다,LABEL_2,0.9921
아이들과 함께 서울구경하니 재밌어요,LABEL_2,0.9814
아주 좋았습니다.,LABEL_2,0.9879
하늘과 노을 한강 도시 첨언할 필요도 없이 최고입니다,LABEL_2,0.9907
집 근처라 가끔 분위기 환기 용으로 전망대에 오곤 하는데,LABEL_1,0.7051
올때마다 매번 비슷하면서도 다른 뷰가 좋은 것 같아요,LABEL_2,0.9713
123층 전망대에서 보는 서울풍경.,LABEL_1,0.4811
1분만에 올라가는 초고속 엘리베이터.,LABEL_2,0.5182
싼 가격은 아니지만,LABEL_1,0.8725
", 엄청난 전경까지는 아니지만",LABEL_1,0.8516
한번쯤은 와볼만한 듯.,LABEL_2,0.7344
어쨌던 우리나라에서 제일 높은 건물이니까.,LABEL_2,0.6091
"일요일 오전이라 그런지, 사람은 별로 없었음.",LABEL_0,0.6593
겨울이라 그런지 외부테크는 출입금지.,LABEL_0,0.468
크리스마스 이브날 저녁 9시쯤 방문했는데,LABEL_2,0.7252
엘베 대기 30분정도 했어요,LABEL_2,0.8821
"네이버로 발권해서 갔고 야경 보고싶으시면 20시 이후 입장권 16,000원에 구입 가능해요!",LABEL_2,0.9863
즉시 사용 가능  매표소 갈 필요없이 문자로 온 QR 찍고 바로 입장 가능하니 꼭 꼭 네이버로 결제하고 가세요,LABEL_2,0.9407
엘리베이터는 2대인데 외국인 관광객들 등 손님이 많으실 때는 대기줄 있을 수 있어요,LABEL_2,0.6427
입장부터 퇴장까지 총 관람시간 1시간 반정도 생각하시면 될것같아요,LABEL_1,0.5305
117층까지 먼저 올라가고 120층까지 올라가며 구경한다음 내려오는 방식이에요,LABEL_2,0.6394
카페나 기념품 샵도 있어요,LABEL_2,0.9727
올해 해외부터 야경명소에 정말 많이 가봤는데,LABEL_2,0.7506
단언컨대 1등입니다,LABEL_2,0.9732
글로 표현할 수 없을 정도로 입이 쩍 벌어졌어요 2024년 최고의 경험이네요,LABEL_2,0.9707
화창한 날을 골라 갔는데,LABEL_1,0.576
", 정상에 오르니 황사 때문에 시야가 뿌옇게 흐려서 아쉬웠습니다.",LABEL_1,0.5703
그래도 오후에는 어두워지면서 흐릿했지만,LABEL_1,0.8842
오전보다는 잘 보여서 즐거운 시간을 보내고 왔습니다.,LABEL_2,0.9742
아침 오픈 런은 아니지만,LABEL_1,0.8336
점심 먹기 전에 갔는데,LABEL_1,0.4639
", 그렇게 오래 기다리지 않아서 다행이에요.",LABEL_2,0.6836
네이버 예매보다 현장 예매가 할인혜택이 있어서 현장에서 티켓팅했구요.,LABEL_2,0.9393
스카이 올라가는 길 미술작품들 구경하고 포토존에서 사진 찍으면서 기다렸어요.,LABEL_2,0.895
야경이 정말 멋있을 듯 해요.,LABEL_2,0.9811
다음에 야경보러 놀러와야겠어요.,LABEL_2,0.505
날씨가 흐려서 좀 아쉬웠던 날이지만,LABEL_1,0.8716
지방에 있는 조카들에게 좋은 뷰를 보여줄 수 있어서 좋았습니다.,LABEL_2,0.9657
엘리베이터 속도가 진짜 빠르고 좋았습니다.,LABEL_2,0.9844
"단지, 테이블과 의자가 있어서 앉아서 구경 할 수 있음",LABEL_2,0.5181
너무 좋겠다는 생각이 들었고 비용이 너무 비싸다는 생각이 들어 두번 올 곳은 아닌 것 같습니다,LABEL_1,0.4825
네이버예약이 2인예약으로 제일싸서 했어요.,LABEL_2,0.9697
솔직히 너무비싸서 가기전까지 넘비싸다 하면서 갔는데,LABEL_1,0.4928
만족.,LABEL_2,0.9855
완전만족이에요,LABEL_2,0.9869
도쿄타워보다 훨이쁘고 좋고  한번쯤 여행이나 기념일에 와보면 기분전환으로 좋을 것 같아요,LABEL_2,0.9791
너무 좋은구경하고왔네요,LABEL_2,0.9776
파스퇴르카페에서 밀크아이스크림 진짜맛있음,LABEL_2,0.9868
친정언니와의 오붓한 데이트 뷰가 멋지더군요,LABEL_2,0.9776
일부러 일몰시간 맞춰서 입장해서 낮풍경도 보고 일몰도 보고 야경도 보았어요,LABEL_2,0.8399
일몰이 이뻐서 운이 좋았어요,LABEL_2,0.9388
4번째 동영상 보시면 해가 꼴깍 지는게 귀여워요,LABEL_2,0.7536
창밖이 지저분해서 근접촬영은 좀 힘드네요,LABEL_1,0.5098
고층이니 자주 청소는 어렵겠죠,LABEL_1,0.7448
1분만에 118층 올라가는 엘리베이터라니 기술력 감탄했어요,LABEL_2,0.9731
직원분들의 친절도가 조금 아쉬웠어요,LABEL_1,0.5269
서울스카이는 모두가 지인을 모시고 방문하는 곳일텐데,LABEL_2,0.4726
입장부터 엘베까지 모두 경호복같은 복장의 직원분 태도가 심각?,LABEL_0,0.7117
엄중?,LABEL_1,0.5402
그런 느낌이었어요,LABEL_1,0.6128
63빌딩은 웃으시며 응대해주셔서 손님 대접받는다는 느낌이었어요,LABEL_2,0.9292
미세먼지가 있는 날이어서 아쉬웠지만,LABEL_1,0.8515
한번쯤은 꼭 가볼 좋은장소 입니다,LABEL_2,0.9652
"외국인들이 정말 많더라구요 ,",LABEL_1,0.5161
다음에는 맑은날에 다시한번 와서 감동받고 싶네요,LABEL_2,0.9723
서울스카이.,LABEL_2,0.6524
롯데타워처음 가봤어요,LABEL_2,0.6317
123층을 1분도 안되는 속도로 올라간다는게 너무나 신기했고 밤에가니 야경이 너무 좋더라구요,LABEL_2,0.9486
사진으로 담을수가 없어요,LABEL_0,0.8626
아이랑 너무 좋은 구경을 했네요,LABEL_2,0.971
날씨는 좋은데 뿌옇게 보여서 아쉬웠어요 담엔 야경보고 싶어요,LABEL_1,0.8603
123층은 사전예약해야되서 ㅜ,LABEL_0,0.4887
예전부터 남산타워는 많이 가봤었는데,LABEL_1,0.7244
롯데타워의 서울스카이는 처음이라 아이들과 함께 가보았어요.,LABEL_2,0.8413
"남산타워는 해발 243m인 남산 위에 높이 236,7m의 타워 높이까지 계산하면 실제 높이는 480m라서 서울스카이의 높이가 555m로 75m 더 높았어요.",LABEL_0,0.5749
실제로 서울스카이에 올라보니 남산타워 보다 조금더 높은 정도로 느껴졌어요.,LABEL_1,0.5125
탁트인 전망을 보니 속이 뻥 뚤린 느낌이고 아이들도 좋아했는데,LABEL_2,0.9368
날씨가 춥고 바람이 부는 관계로 전망대 테라스에는 나가볼 수 없어서 아쉬웠어요.,LABEL_0,0.4919
기념 주화도 사고 기념품도 골고루 사고 달달한 딸기라떼와 딸기모찌도 먹고 사진도 찍고 재밌게 보내다 왔어요,LABEL_2,0.9908
주말이라 많이 번잡할 줄 알았는데,LABEL_2,0.893
생각보다 ㅅ복잡하지 않고 대기시간이 짧았고 친절하고 좋았어요 날씨가 맑았으면 하는 아쉬움이,LABEL_2,0.7228
눈이 종일와서 안개뷰만 보고올까 걱정했는데,LABEL_0,0.6363
보였다 안보였다 몽환적이었어요,LABEL_2,0.9336
야경까지 보고오니 야경은 불빛으로 선명해져서 좋았어요,LABEL_2,0.9393
ㅡ가족모두 너무 좋아했습니다,LABEL_2,0.9798
ㅡㅡ작년초랑 사진시스템은 변경되서 좀 아쉬운데 구매하면 원본은 전부 주시는 서비스는 유지되면 좋겠습니다,LABEL_1,0.8474
ㅡ원본사진 볼때마다 추억삼는데,LABEL_2,0.8472
이제는 구매한 사진 원본하나만 주시니 아깝기도 하고 그렇다고 같은집에 액자를 두개씩하는건 좀,LABEL_1,0.7767
지방에서 올라오신 부모님 모시고 롯데타워 구경시켜드리러 왔다가 캐리커쳐가 있어 추억으로 남겨드리고 싶어서 그려드리기로 했어요,LABEL_2,0.9583
작가님이 세심하고 친절하게 신경써주시면서 그려주시고 아버님 어머님을 더 젊고 예뻐보이게 그려주셨습니다,LABEL_2,0.9706
가격도 적당하고 액자는 만원 추가하면 넣어주셔서 액자까지 선택해서 부모님께 선물했습니다,LABEL_2,0.9863
서을을 360도방면에서 볼수있어서 너무 좋았어요.,LABEL_2,0.9363
생각보다 높게 느껴지지 않더라구요.,LABEL_0,0.7519
유리에 먼지가 많아서 사진이 맑게 안 나와서 아쉽지만,LABEL_1,0.721
고층건물 청소는 쉽지 않으니,LABEL_1,0.7913
얼마나 높나 보러갔어요,LABEL_1,0.5585
한번은 보고싶기도 하고 놀러갔는데,LABEL_1,0.7116
국내 최대 높이 서울스카이 전망대.,LABEL_2,0.8596
낮에 가고 날씨가 별로 안 좋아서 이쁘지도 않아서 아쉬웠지만,LABEL_1,0.8465
나중에 날씨도 좋고 저녁에 오면 더 이쁠듯요 가격은 인터넷 네이버로 예약해서 할인해서 들어갔고 1인 10000인데 할인 받아서 10000씩 그리고 가서 알게됬는데,LABEL_2,0.7283
65세 이상은 인터넷보다 더 할인 조금 해주니까 가서 해주는게 좋을꺼 같아요 구경하러 온 사람은 생각보더 많이 있지는 않았고 그냥 건물 자체가 크고 넓으니 사람들이 너무 많았고 에스컬레이터 타고 한 층씩 올라가면 그냥 뷰밖에 볼게 없어서 나쁘지는 않았지만,LABEL_1,0.8321
한번 보러 오기 괜찮고 엘레베이터나 대기할때 일 하시던 분들 그렇게 친절하지는 않더라구요,LABEL_1,0.8291
고소공포증 있으신 분들 안 가는기 좋고 뷰는 좋았어요,LABEL_2,0.7885
일단 잠실역 2번쪽으로 가면 밖에 나가지 않고 롯데몰 지하1층과 연결되어 있어서 겨울철 방문지로 매우 적합해요.,LABEL_2,0.9793
기둥에 스카이전망대 이정표가 잘 그려져 있어서 찾기 쉬워요.,LABEL_2,0.9719
네이버로 특가 예약했더니 매표소 안 들리고 입구로 곧장 가면 되었고요.,LABEL_2,0.6603
평일 방문이라 한적했어요.,LABEL_2,0.7211
적당 인원씩 수 세어 타게된 초고속 엘베도 가끔 귀 막혔다 뚫렸다하며 금방 117층까지 올라가네요.,LABEL_1,0.4539
앉아서 영상 본 후 스크린 뒤에 약간의 서프라이즈가 있었어요 ㅋ,LABEL_0,0.5599
119층인가 120층인가에 있는 그랜드피아노는 누구나 연주 가능하더라고요.,LABEL_2,0.829
외우는 곡이 있었으면 좀 해봤을텐데 아쉬웠어요.,LABEL_1,0.7134
118층의 모찌이야기에서 몽촌토성 보이는 자리 마련해놔서 맛있게 먹으며 경치 봤어요.,LABEL_2,0.9658
참 좋았답니다,LABEL_2,0.97
아이와 좋은시간 보냈습니다.,LABEL_2,0.9765
한눈에 다보이고 전망좋고 사진찍기 좋은곳이었어요,LABEL_2,0.9867
즐거운 추억 만들었습니다.,LABEL_2,0.9909
근처에 석촌호수랑 시장도 있어서 구경하기 좋았습니다.,LABEL_2,0.9773
앉을 공간이 부족해요.,LABEL_0,0.8331
앉을 수 있는 공간이 많았으면 좋겠어요.,LABEL_1,0.7067
빠르게 훓고 지나는 관광지 공간 뿐만 아니라 사유하며 쉴 수 있는 공간도 있으면 일회성 방문으로 끝나지 않을 듯.,LABEL_1,0.4768
비가 와서 기대 했던거 보다 경치가 뿌옇게보여 조금 실망했지만,LABEL_1,0.5549
그래도 오랫만의 친구들과의 일정이라 기분은 좋았어요,LABEL_2,0.5104
다음에 날씨 좋을때 한번 더 와봐야겠어요,LABEL_1,0.625
"네이버에 특가 뜬 표 있어 예매하고 바로 다녀왔어요 날씨가 좋아 뷰도 볼만했고 건물안에 가볼만한곳, 먹거리 많아 좋았어요",LABEL_2,0.9867
서울스카이 멋있어요,LABEL_2,0.9856
엘레베이터로 1분만에 120층까지 올라가요,LABEL_0,0.496
아이가 좋아해요!,LABEL_2,0.9858
아이스크림 맛있음  ᵕ,LABEL_2,0.9752
"날씨가 구름이 껴서 탁트인 뷰는 못봐서 아쉬웠어요, 멋진 야경을 보기 위해서 맑은날 늦은 오후시간에 입장하심을 추천드립니다",LABEL_2,0.4891
주차는 입차후 4시간까지는 10분당 200원씩 주차요금이 나옵니다.,LABEL_0,0.4237
"최대 4,000원까지 할인가로 적용.",LABEL_2,0.9605
무료주차는 없으니 참고하셔요,LABEL_1,0.7838
"엘리베이터는 두대씩 움직이고 순차적으로 탑승이되어 대기줄이 있어요  각층에 화장실도 있고, 카페도 있으나 자리가 협소해서 붐비는 시간대에는 앉을곳이 부족하네요",LABEL_1,0.6645
"연인, 가족단위로 오시는분도 많았고, 할인가로 온라인 예매후 방문하시면 조금더 빠른 입장 가능해요",LABEL_2,0.9535
좋은 여행 되시길 바래요,LABEL_2,0.8617
갈 수 있는 기회가생겨서 가족 다같이 다녀왔어요 아이들도 좋아하고 좋은 경험이였어요,LABEL_2,0.9865
엄마랑 서울 간 김에 들린 서울스카이!,LABEL_2,0.74
다행히 날씨가 흐린편이 아니여서 서울 전경을 보게되어 좋았어요,LABEL_2,0.8069
거의 10년전에 와보고 오늘 가족여행으로 다시 와봤어요 눈이 오는 날씨라 멀리까지는 안보이지만,LABEL_1,0.818
이만하면 멋진 야경입니다.,LABEL_2,0.99
한번쯤은 와 볼한 멋진곳입니다.,LABEL_2,0.9816
낮풍경도 나름 멋질것같아요.,LABEL_2,0.982
부모님 모시고 갔는데,LABEL_1,0.5458
볼건 없지만,LABEL_1,0.8406
좋아는 하셨어요!,LABEL_2,0.7289
아이랑도 갈만하고용,LABEL_2,0.9212
날씨가 조금은 아쉬웠지만,LABEL_1,0.9043
", 지방에서 올라오신 친정엄마랑 8개월 아기가 함께 갔는제!",LABEL_1,0.6223
너무 좋았어요,LABEL_2,0.9564
사진도 생각보다 예쁘게 잘 찍어주셔서 친정엄마가 프린트해달라해서 했오용  야경보러 한번 더 가려구용,LABEL_2,0.8857
486m라니.,LABEL_0,0.5925
취학전 어린이도 즐기는 모습이 보였어요.,LABEL_2,0.959
약간 흐린 저녁이라도 예약했기에 오름.,LABEL_2,0.7874
경험과 기억이 남았네요.,LABEL_2,0.9598
서울 여행의 핫플,LABEL_2,0.8495
"일요일 오후 현장 발권 줄도 대기가 오래 걸릴 수 있으니, 네이버 예약 추천 드려요.",LABEL_2,0.9871
큐알로 바로 들어 갈 수 있습니다.,LABEL_2,0.9832
하지만,LABEL_1,0.8586
엘레베이터 등 줄은 무조건입니다!,LABEL_2,0.9572
날 좋은 날 부모님 모시고 서울 가장 높은 곳에서 한눈에 바라 보는 건그럼에도,LABEL_1,0.7264
좋은 추억이 되는 건 분명합니다,LABEL_2,0.7496
추운 날 실내에서 좋은 시간 보내기 딱 좋은 장소입니다.,LABEL_2,0.9727
"입장료 서울스카이aftee 8 입장권 12월 16,000원 2 총 32,000원  저녁8시 입장으로 선택하시면 네이버예약시 저렴한 금액에 입장 가능합니다",LABEL_2,0.9748
123층 라운지 다이닝바 만 마감해서 이용 못하는정도라서 저녁먹고 방문하기 좋아요  야경이 너무 멋지고 평일 저녁 방문시 사람이많이 없어서 겨울철 실내데이트로 극 추천드려요,LABEL_2,0.9886
부모님 모시고 처음가 본곳인데 너무 너무 좋아하셨습니다,LABEL_2,0.9873
야경뿐만 아니라 높은 층에서 바라볼 수 있는 스릴있는 부분까지 마음에 들었습니다,LABEL_2,0.9851
친구들과 방문했는데,LABEL_1,0.3987
너무 좋아요!,LABEL_2,0.9902
서울 롯데타워 구경.,LABEL_2,0.8949
세계 6위.,LABEL_2,0.842
국내 최고높이 123층.,LABEL_2,0.8186
555높이.,LABEL_2,0.8032
근처에 살면서 처음 가봤어요.,LABEL_1,0.3929
아이가 너무너무 좋아하네요.,LABEL_2,0.808
포토존도 잘 되어 있어서 사진도 많이 찍었어요.,LABEL_2,0.9849
가족사진도 이쁘게 남길 수 있어서 좋았습니다.,LABEL_2,0.9816
미먼없는 날 가면 더 멋질거 같아요.,LABEL_2,0.9485
너무 환상적인 뷰였어요 살면서 이런뷰를 몇번이나 볼까요,LABEL_2,0.6087
좋았습니다!,LABEL_2,0.9795
여유있게 즐기고싶어 일찍 출발했어요.,LABEL_2,0.9749
10시30분 오픈인데 15분정도 일찍 열어주어서 많이 기다리지 않고 금방 들어갔네요.,LABEL_1,0.56
단체관광객들이 좀 있었지만,LABEL_1,0.6475
많이 복집하지 않았고 여유있게 뷰도 즐기고 커피도 마시면서 크리스마스  기분을 낼 수 있었어요.,LABEL_2,0.9783
음악이 없는게 좀 아쉬웠어요.,LABEL_1,0.5509
오전 관람 추천합니다,LABEL_2,0.9889
크리스마스 이브 기념을 맞아 갔는데,LABEL_2,0.5502
한번쯤 가기 좋은거 같아요,LABEL_2,0.7866
엘레베이터가 정말 1분도 안되서 올라가서 신기했고 귀가 멍멍했지만,LABEL_2,0.5265
색다른 체험이였어요!,LABEL_2,0.9823
야경이 정말 멋있을꺼 같아요 담엔 밤에 한번 더 가보고 싶네요,LABEL_2,0.93
뷰가 너무 멋지고 기념품샵도 볼거리가 많고 121층인가 젤 높은 엔젤리너스 카페가 있어서 넘 좋았음.,LABEL_2,0.9711
"연인, 가족, 친구할것 없이 놀러오기 좋은 곳!",LABEL_2,0.9703
위에서 보니 놀이 공원도 장난감 같애요,LABEL_0,0.6649
날씨 좋다면 뷰가 좋을것 같애요,LABEL_2,0.8491
야경 멋있어요,LABEL_2,0.9861
우와 우와 이러면서 감상하진 않았지만,LABEL_1,0.7879
멋있었고 데이트코스로 한번쯤은 가볼만한곳이에요,LABEL_2,0.9812
우리나라 야경이 이렇게 멋있는지 몰랐네요,LABEL_2,0.9169
롯데타워 서울스카이.,LABEL_2,0.8809
밤8시이후 입장권으로 다녀왔어요.,LABEL_2,0.8408
서울야경이 파노라마로 보여서 근사합니다.,LABEL_2,0.864
롯데 백화점 마트면세몰.,LABEL_1,0.4001
모두 둘러보기 좋고.,LABEL_2,0.9802
편의시설 좋아요!,LABEL_2,0.988
티켓은 최대한 할인받고 가시길,LABEL_1,0.6828
적극추천이요,LABEL_2,0.9877
아이 방학을 맞아 평일점심무렵 다녀왔어요.,LABEL_2,0.8106
주말엔 대기가 있었다는데,LABEL_1,0.5213
", 기다림없이 바로 입장해서 좋았어요.",LABEL_2,0.9223
아이와찍은 사진도 인화하고 간식도 가볍게 먹고 기대이상 좋은시간을 보냈어요.,LABEL_2,0.9632
다음엔 야경을 보러 한번 더 다녀오려고해요.,LABEL_1,0.6784
주차장은 B2층 B10구역에 주차했고 매우 가깝게 다녀왔어요,LABEL_1,0.4397
좋아요ㆍ굿 만족합니다 행복했어요,LABEL_2,0.9927
친구들과여행 서울은 양파 까도까도매력있는도시지만,LABEL_2,0.7779
돈있으면 행복한 여행 엘베 순식간어올라가요,LABEL_2,0.6615
한번은가볼만한곳,LABEL_2,0.491
한 56년만에 두번째 방문인데 그 사이에 조금 바뀐거 같아서 신기했음 !,LABEL_2,0.6132
지하2층에서 하고 있던 전시도 볼 수 있어서 좋았어요,LABEL_2,0.9771
아이들과 색다른 체험이였어요,LABEL_2,0.9795
아이와 함께 가면 더 좋은 서울스카이!,LABEL_2,0.9644
표를 미리 예약하고 가시면 편해요.,LABEL_2,0.9185
비오는 평일에 방문했어요.,LABEL_2,0.8474
그래서 웨이팅없이 바로 입장했어요.,LABEL_2,0.7886
117층부터 122층까지는 내부엘리베이터로 자유롭게 이동하면서 구경하면 좋아요.,LABEL_2,0.9505
입장할때 포토QR코드 주는데,LABEL_1,0.4381
그걸로 사진 찍고 돌아다니다가 120층가서 잘나온 사진 골라서 액자만들면됩니다.,LABEL_1,0.5734
액자는 15000원부터래요.,LABEL_1,0.4349
엔제리너스 카페도 있는데,LABEL_2,0.9136
전망이 좋은 자리는 아니지만,LABEL_1,0.8841
기념으로 방문추천합니다.,LABEL_2,0.989
123층은 레스토랑이라 굳이 안가도 되요.,LABEL_1,0.591
주차는 입장할때 표검사하는곳에서 할인권주는데,LABEL_2,0.403
