text,label,score
산책하기 너무 좋아요,LABEL_2,0.9874
눈길이 절로가는 다양한 식물들이 한가득  마지막에 식물 쇼핑도 할 수 있어 여러모로 만족  데이트하기두 좋고 아이들이랑 같이오기에도 딱인듯해요,LABEL_2,0.9913
가족단위로도 많이 오신거같더라고요,LABEL_2,0.5257
봄 여름 시기에도 다시한번 구경하러 와야겠어요,LABEL_2,0.9554
미세 먼지로 아쉬임 있었지만,LABEL_1,0.6771
온실 등 구경하기 좋아요,LABEL_2,0.9905
서울식물원 평일 방문 강추합니다.,LABEL_2,0.9829
여유롭게 산책 구경 좋아요,LABEL_2,0.9895
수도권이라 그런지 좁고 볼거리가 많지는 않습니다.,LABEL_1,0.772
한번 가볼만 합니다.,LABEL_2,0.7059
"온실이 크고, 식물이 다양해 사시사철 볼거리가 많아요",LABEL_2,0.9843
"온실 뿐만 아니라 주재원도 넘 좋고요, 날이 따뜻해져 갈수록 더 가기 좋은 서울식물원!",LABEL_2,0.9888
"추천주차는 조금 힘들수도, 금방 만차입니다",LABEL_1,0.6894
아직 봄이 아니여서 휑하네요,LABEL_0,0.5872
온실은 볼만했는데,LABEL_2,0.7761
제대로 즐기려면 겨울보다 봄이 좋을거 같아요,LABEL_2,0.9126
서울식물원 온실에 다녀왔어요 바깥공원은 아직 봄이 안 왔는데,LABEL_1,0.5672
온실안에는 꽃이 예쁘게 피어있어요 분수도 있고 야자수도 있고.,LABEL_2,0.7417
다양한 꽃들이 뽐내요,LABEL_2,0.9766
주중임에도 사람이 아주 많아요 밖으로 나오니 카페도 있고 꽃전시장도 있으며 중간중간에 쉴 수 있는 장소도 해나서 힘들이지 않고 구경할 수있어 좋아요,LABEL_2,0.9863
서울식물원공원 호수주변을 걸을 수있어요 꽃피는 봄이 기다려 집니다,LABEL_2,0.9113
예쁘고 좋았는데,LABEL_2,0.6039
입장료도 지불하고 주차장 이용비도 있어서 좀 그래네요,LABEL_1,0.6026
식물원 다운 식물원,LABEL_2,0.8167
"나들이, 데이트 장소로 유명하죠!",LABEL_2,0.7556
서울식물원 저도 다녀왔습니다,LABEL_2,0.9178
"큰 온실을 재현해 놓은 건물, 서울식물원 입구부터 감탄이 나옵니다!",LABEL_2,0.8073
"굿즈샵, 카페, 도서관, 편의점, 푸드코트 등 다양한 편의시설이 있습니다!",LABEL_2,0.9784
내부 온실과 전시실도 야외 정원도 두루 즐길 수 있어요!,LABEL_2,0.9873
커다란 온실 신기한 식물도 많고 사진 찍기에도 좋습니다!,LABEL_2,0.9923
온실은 무지무지 더우니  외투를 가지고 가셨다면 물품보관함에 소중하게 보관하고 입장하시면 알차게 즐길 수 있을 것 같아요!,LABEL_2,0.9235
좋아요 실내는 엄청덥네요,LABEL_2,0.5292
다 좋아요,LABEL_2,0.9909
가기도 편해요,LABEL_2,0.9891
이런곳이 있는줄 몰랐네요!,LABEL_2,0.4163
"봄에는 야외 정원도 예쁘게 꾸며질것 같은데 또 한번 가야겠어요, 아이 데리고 가기 좋아요.",LABEL_2,0.932
재입장 가능한것도 좋아요!,LABEL_2,0.9848
서울식물원 드디어 갔어요.,LABEL_2,0.9761
힐링했어요.,LABEL_2,0.9909
오후2시 방문.,LABEL_2,0.6692
"근 3년만에 재방문한 서울식물원, 여전히 볼거많고 다시봐도 즐거웠습니다.",LABEL_2,0.9905
식물 다양하고 가격도 저렴해서 오늘 왔지만,LABEL_2,0.9504
또 방문하자고 다짐한곳.,LABEL_1,0.4199
바깥쪽은 아직 식물들이 안자라서 아쉬웠지만,LABEL_1,0.8495
그럼에도,LABEL_1,0.5706
안쪽 온실에서 볼거리가 많았고 행복했습니다.,LABEL_2,0.989
즐거운 시간 보내고 갑니다.,LABEL_2,0.9879
두번째 방문인데 역시나 좋았습니다.,LABEL_2,0.9502
"4,5월에 야외에 꽃이 더 많이피었을때 갔다면 더 좋았을 것 같네요!",LABEL_1,0.7405
온실은 살짝 더워서 사물함대여해서 짐 두고 편안하게 활동하는거 추천드립니다.,LABEL_2,0.9535
힐링 잘 하구 갑니다!,LABEL_2,0.9919
나들이하기에 좋고 밖에도 잘 해놨어요.,LABEL_2,0.9911
가볼만하네요,LABEL_2,0.742
항상 1년에 한번씩은 가는곳입니다.,LABEL_2,0.9024
식물은 비싼편이예요,LABEL_1,0.6764
아기랑 가기 좋아요,LABEL_2,0.9736
강서구 랜드마크에요.,LABEL_2,0.9617
커플이나 가족 단위로 방문하기 좋아요.,LABEL_2,0.9825
"주제원열린숲호수공원습지공원 구성의 방대한 규모로, 이중 주제원온실 및 정원만 관람해도 충분합니다.",LABEL_2,0.9689
"입장료 5천원 지하1층 발권  음성가이드 팜플렛 QR  반려동물, 음식물, 삼각대 반입 불가  주재원 온실은 4개국 식물의 열대관과 8개국 식물의 지중해관으로 이뤄져 있어요.",LABEL_2,0.8504
바닥화살표따라 이동하시면 됩니다.,LABEL_2,0.9217
엘리베이터까지 가면 다 둘러본 것과 같습니다.,LABEL_0,0.4334
출구로 향하는 스카이워크로 이어지니까요.,LABEL_2,0.9151
다채롭고 낯선 식물들이 신기하면서 재밌었어요.,LABEL_2,0.9883
곳곳이 포토존입니다.,LABEL_2,0.8929
겨울인데도 반팔차림 나들이 코스라 이색적이었습니다.,LABEL_2,0.9441
날 풀리면 야외정원도 예쁘니 들러보세요,LABEL_2,0.8604
근처 갈만한 곳  겸재정선미술관 일대  허준박물관과 허가바위,LABEL_2,0.7419
"서울식물원은 도심 속에서 자연을 만끽할 수 있는 특별한 공간으로, 특히 추운 겨울에도 따뜻한 온실에서 다양한 식물을 감상할 수 있어 매력적이다.",LABEL_2,0.9863
"마곡에 자리한 이곳은 식물원과 공원이 결합된 보타닉 공원으로, 광활한 면적을 자랑하며 사계절 내내 다양한 식물과 정원을 즐길 수 있다.",LABEL_2,0.9793
가장 인상적이었던 곳은 주제원 내 전시온실이었다.,LABEL_2,0.8317
세계 유일의 오목한 접시 모양으로 설계된 온실 내부에는 열대와 지중해 기후에서 자생하는 식물들이 가득했다.,LABEL_2,0.6825
이국적인 식물들이 만들어내는 풍경은 마치 해외 어느 따뜻한 나라에 온 듯한 착각을 불러일으켰다.,LABEL_1,0.5074
형형색색의 꽃과 울창한 초록빛 나무들이 조화를 이루며 겨울에도 생동감 넘치는 자연의 아름다움을 선사했다.,LABEL_2,0.9846
서울식물원은 단순한 식물 전시 공간을 넘어 생태 감수성을 높혀주는 쉼공간,LABEL_2,0.8093
오랫만에 다시 찾은 서울식물원.,LABEL_2,0.9798
아직 봄이 되기 전이라 그런지 초입은 썰렁했지만,LABEL_1,0.7721
예전보다 구조물들이 늘어 사진찍기 좋았다.,LABEL_2,0.9621
실내식물원은 크게 변한건 없지만,LABEL_1,0.8082
들어서면 바로 포토존은 매번 바뀌는거 같다.,LABEL_0,0.3992
"5,6월쯤이 가장 예쁜거 같고 8월 수국이 피면 그때도 예쁠거 같다.",LABEL_2,0.6502
"우천, 눈비에 데이트 하기 좋은 곳 날씨 좋으면 밖에 무료로 산책도 좋아요",LABEL_2,0.9904
겨울이라 야외정원들은 약간 앙상해서 아쉬웠지만,LABEL_1,0.8773
", 그래도 서울에서 이런 넓은 식물원은 큰 힐링 장소인 것 같아요!",LABEL_2,0.7482
오랜만에 방문했는데,LABEL_2,0.9212
좋았어요,LABEL_2,0.9626
볼거리와 공원등 !,LABEL_2,0.7784
너무 좋아요 !,LABEL_2,0.9902
초여름에 가야 좋아요,LABEL_2,0.8562
좋아요 가족들과 좋은시간이였어요,LABEL_2,0.9907
다른지역도 다둥이 할인해주세요,LABEL_2,0.9588
사랑하는 서방과 식물원다운 식물원을 드디어,LABEL_2,0.9661
방문 주차가 힘들지만,LABEL_1,0.85
볼거리가 많아요.,LABEL_2,0.8923
그리고 안에는 따듯해서 얇게 입고가도 될듯,LABEL_1,0.7091
들어가자마자 초반에 시든 식물들이 너무 많았어요!,LABEL_0,0.7325
식물 이름이 궁금해서 찾아봐도 잘 안써있거나 다른이름이 많았어요,LABEL_0,0.7383
기대를 너무 한건지 더 다양한 식물을 보고싶었는데,LABEL_1,0.6273
조금 아쉽네요,LABEL_1,0.7195
식물원은 너무나 볼거리가 풍성하고 좋았지만,LABEL_2,0.5999
푸드코트나 카페 등 음식값이 전반적으로 비싼 편이에요.,LABEL_1,0.5433
아이들 데리고 오는 가족 단위 손님들이 많았어요.,LABEL_2,0.5178
실내에 잘 되어있어요.,LABEL_2,0.9882
짐 보관하는 곳이 유료인게 조금 아쉬워요,LABEL_1,0.5471
데이트겸.,LABEL_2,0.969
산책도 했어요,LABEL_2,0.9863
옆애 호수공원도있고.,LABEL_2,0.836
봄대면 정말 좋겠어요 다음에 다시 와야겠어요,LABEL_2,0.8744
가족과 힐링하고 갑니다.,LABEL_2,0.9904
옷을 얇게 입고 입장하는 거 추천이요,LABEL_2,0.9693
서울식물원 너무 좋아요.,LABEL_2,0.9879
근처에서 식사후 소화도 시킬겸 산책도 할겸 겸사겸사 방문했어요.,LABEL_2,0.9878
아직은 날씨가 추워서 실내관만 구경했는데,LABEL_1,0.6306
너무 덥더라구요,LABEL_1,0.5274
열대과일도 실컷보구 좋았어요,LABEL_2,0.9651
여행3일째 식물원을 좋아해서 아침 일정에 넣었다,LABEL_2,0.9196
버스타고전철타고도,LABEL_2,0.8297
보로 도착 식물원만 있던 곳과는 다르게 같은건물에 다른 편의시설도있으니 더 좋았다.,LABEL_2,0.9229
두개의 테마를 가지고있어서 가이디오디오 다운받아 번호나오면듣고 없으면 혼자 이리저리 탐색하면서 좋았다.,LABEL_2,0.7997
스카이워크 구간은 거인이된듯한느낌이여서 또 좋았다,LABEL_2,0.9381
짐을 보관하고 홀가분하게 다닌것은 참잘한선택이였다.,LABEL_2,0.8836
식물원안에 앉아서 쉴수있는 공간도 있어서 좋았다,LABEL_2,0.9713
푸르른 계절에 오면 야외도 근사할것같은데,LABEL_2,0.9307
그건아쉽다.,LABEL_1,0.6381
마음껏 푸르름을 담아올수있는시간이여서 좋았다,LABEL_2,0.95
실내라서 따뜻해요 키우고 싶은 식물도 많고 예쁘게 가드닝해놨어요,LABEL_2,0.9879
야외정원은 아직 휑하지만,LABEL_1,0.8503
산책하기 좋았어요,LABEL_2,0.9707
추운날 따뜻하게 온실 구경하기 좋아요.,LABEL_2,0.9872
주말에 서울식물원 4시 입장이 마감이어서 실내만 보고 왔는데,LABEL_1,0.4456
식물관리를 너무 잘해놔서 볼거리 가득이었어요!,LABEL_2,0.9588
입장권도 저렴한데 조성을 잘 해놔서 상쾌한 공기 마시면서 힐링했어요,LABEL_2,0.9889
주차장이 만차여서 3시30분쯤 도착했는데,LABEL_1,0.492
대기하다가 겨우 4시까지 입장했어요 다음에는 여유롭게 가서 천천히 둘러보고 싶네요,LABEL_1,0.6803
가족끼리 다녀와도 너무 좋을 거 같아요,LABEL_2,0.9371
서울에 이런 곳이 있다는게 좋았어요,LABEL_2,0.8039
다양한 식물이 많아서 좋았습니다,LABEL_2,0.9599
그런데 규모가 큰게 아니다 보니 사람이 많아서 그런지 천천히 보고 싶은데 거의 밀려나 듯이 보게되네요,LABEL_1,0.5514
다보는데,LABEL_1,0.4868
30분 걸린거 같아요,LABEL_2,0.719
입장료 5천원이 비싼건 아닌데 여유롭지 못하고 밀리듯이 후루룩 넘어가니 감상할 여유가 없어요,LABEL_1,0.4959
그렇다보니 입장료가 아깝단 생각마저 드네요,LABEL_0,0.6359
아직 봄이 오지 않아 볼거리가 많진 않네요.,LABEL_1,0.8208
온실관은 잘 봤어요.,LABEL_2,0.9538
주말이라 아이와 함께 온 사람많네요.,LABEL_2,0.7369
3월9일부터 행사하는 것 같아요.,LABEL_2,0.9346
아이랑 다녀왔는데,LABEL_1,0.473
진짜 좋아요,LABEL_2,0.9907
날 추울 때는 따뜻하고 다양한 식물을 볼 수 있다는 장점이 있더라구요,LABEL_2,0.8857
시설들도 깔끔하고 좋아요,LABEL_2,0.9924
주말에 주차는 복잡해서 앞 건물에 주차안내하고 그러더라구요,LABEL_0,0.6223
도심한복판에서 이런 곳을 볼 수 있어 정말 좋은 시간이었어요.,LABEL_2,0.9816
사계절 내내 남녀노소 불문하고 즐길 수 있는 장소인것 같아요.,LABEL_2,0.9738
다양한 식물도 볼 수 있고 포토존도 예쁘게 잘 꾸며져 있습니다.,LABEL_2,0.9921
따뜻한 계절에 야외정원도 기대가 되서 다시 들러보고싶어요.,LABEL_2,0.9619
다양한 식물을 한 곳에서 볼 수 있어요.,LABEL_2,0.9632
규모도 상당히 크고 편의시설도 깨끗하고 많아서 가족나들이에 추천합니다,LABEL_2,0.9924
도심 한가운데서 자연을 느낄 수 있는 곳.,LABEL_2,0.9718
"온실이 커서 사계절 내내 다양한 식물을 볼 수 있고, 특히 열대관이 진짜 잘 꾸며져 있음.",LABEL_2,0.9809
산책로도 넓고 깔끔해서 가볍게 걷기 좋음.,LABEL_2,0.9821
방문 장점  대형 온실이 있어서 날씨 상관없이 식물 감상 가능.,LABEL_2,0.9739
산책로가 잘 정비돼 있어 힐링하기 딱 좋음.,LABEL_2,0.9896
"공항철도, 9호선 마곡나루역이랑 가까워 접근성 좋음.",LABEL_2,0.9894
방문 단점  주말엔 방문객이 많아서 조용한 분위기는 아님.,LABEL_1,0.743
온실 내부는 습도가 높아 여름엔 살짝 덥게 느껴질 수도 있음.,LABEL_1,0.747
일부 전시 공간은 유료라 무료 관람만으로는 아쉬울 수 있음.,LABEL_1,0.7934
서울에서 자연을 느끼고 싶을 때 가기 좋은 곳.,LABEL_2,0.9695
가볍게 산책하거나 식물 좋아하는 사람이라면 추천!,LABEL_2,0.89
생각보다 잘 꾸며져 있어서 너무 만족스러웠어요,LABEL_2,0.9901
친구들이랑 재밌게 잘 놀고 왔어요,LABEL_2,0.9829
그리고 온실이 따뜻을 넘어서 더웠다는 점  나중에 따뜻한 계절이 오면 다시 가보고 싶어요,LABEL_1,0.7621
"식사 후 산책 어머니 무료 입장, 장애인과 보호자1인 무료 입장 되네요",LABEL_2,0.9884
주차도 할인되니 자주 산책하러 가야겠어요!,LABEL_2,0.884
꽃피면 재방문해야겠어요.,LABEL_2,0.4373
산책하고 보고 나들이하기좋아요,LABEL_2,0.9843
토욜 1시쯤 방문했는데,LABEL_2,0.6235
주차줄이 너무길어서 2주차장에하고 한참을걸었다,LABEL_1,0.4659
겨울이라 실내를 찾는 사람이 많아서 그런가 많이 붐벼서 좀 정신 사나웠다,LABEL_0,0.5272
야외는 겨울이라 삭막해서 봄에 꽃피고 파릇해질때 가면 좋을거같았다,LABEL_2,0.5887
겨울에 따뜻한 온실 식물원 느낌 좋아해서 또 다녀왔어요!,LABEL_2,0.9711
볼거리도 많고 관리도 잘 되어있고 입장료도 비싸지 않고 대중교통으로 가기에도 좋아서 가기 좋았어요,LABEL_2,0.9855
온실보다 야외 정원이 더 이쁘네요.,LABEL_2,0.9246
온실 속 식물들이 좀 시들었어요!,LABEL_0,0.5303
볼거리도 많아서 이용객도 점점 증가하는데,LABEL_2,0.8702
아직도 주차공간이 턱없이 부족해요. 주말에 주차 대기만 1시간 이상,LABEL_0,0.8166
겨울 데이트 장소로 딱 좋아요.,LABEL_2,0.9878
서울식물원 가족 나들이 장소로 딱인듯,LABEL_2,0.9406
따뜻하게 보낼수있어 좋았습니다,LABEL_2,0.9833
마곡동 양천향교역 서쪽에 위치한 식물원.,LABEL_2,0.4381
"실내 온실과 야외 공원인 주제원, 호수공원, 습지생태공원 등으로 이루어져 았습니다.",LABEL_2,0.976
추운 날에도 실내 온실을 구경하면 됩니다.,LABEL_2,0.9454
"온실은 열대관, 지중해관 등 해외 식물들이 구역별로 배치되어 있었습니다.",LABEL_2,0.916
"식물원 건물 내에는 오아시스 카페, 도서관, 기프트샵, 프드코트, 전시관 등도 있습니다.",LABEL_2,0.908
"주차장은 식물원 건물 지하 주차장이 있고, 식물원 입구 부근에 제1주차장이 있습니다.",LABEL_2,0.6701
븍쪽의 양천로 위쪽 습지공원이 있는 곳에는 제2주차장이 있습니다.,LABEL_1,0.5092
겨울이지만,LABEL_1,0.779
온실이라 따뜻하게 둘러볼 수 있었어요.,LABEL_2,0.9824
난 축제라서 다양한 난들을 볼 수 있어서 좋았습니다.,LABEL_2,0.9478
온실입장하니 야외주제원도 무료관람했어요.,LABEL_2,0.9836
오늘 처럼 추울때 가기 좋았어요.,LABEL_2,0.9532
다양한 식물의 향기도 좋고 새소리 바다 소리 효과도 좋고 푸르름이 넘치는 식물들 바라보며 잠깐 힐링하는 시간이 되었네요.,LABEL_2,0.98
어른 들과 함께 오신 분도 많고 아이들도 좋아할 곳이네요.,LABEL_2,0.9794
따뜻해지면 야외정원에서 산책하기도 좋을거 같네요.,LABEL_2,0.9124
오늘은 추워서 바깥에서 오래 산책하기는 어려웠어요.,LABEL_1,0.7514
바깥에 멋진 한옥도 있네요.,LABEL_2,0.9818
봄이나 수국철에 다시한번 와야 할것같지만,LABEL_1,0.7817
",오늘처럼 넘 추울때 따뜻한 온실에서 나무,허브,난초 향기를 맡으면서 산책하니까 기분이 좋아지네요",LABEL_2,0.9539
추운 겨울 따뜻하고 훈훈한 시간 보내고 왔습니다,LABEL_2,0.9894
