text,label,score
아이와도 같이 오기 너무좋습니다,LABEL_2,0.9867
본격적인 벚꽃 시즌에 사람 많아지기 전에 방문.,LABEL_2,0.6093
벚꽃 개화율은 20프로도 안 되어 보이지만,LABEL_1,0.6101
군데군데 만개한 나무가 있긴 하네요.,LABEL_1,0.8269
서울 도심에 이런 큰 숲이 있다는 게 너무 좋아요.,LABEL_2,0.9747
서울숲 오랬만에 서울숲으로 베이커리 카페와 점심먹고 서울숲 구경하러 갔다.,LABEL_2,0.7539
주차는 서울숲 주차장 5분 2백원 5시간 조금 못있는데,LABEL_1,0.5023
11400원 시간당 2천원 생각하시면 됩니다.,LABEL_2,0.8752
주중인데도 거의 만차.,LABEL_0,0.6117
서울숲 은 봄 가을에 많이 왔구 은행나무숲도 좋구 산책도 좋다.,LABEL_2,0.9885
벌써 벛꽃이 개화했네요.,LABEL_2,0.9269
외국인들과 상춘객들이 사진많이 찍고 있네요.,LABEL_1,0.5278
근처 맛집 카페도 많아서 좋습니다.,LABEL_2,0.9882
응봉산 개나리 본 후 중랑천 따라 가니 서울숲이 있네요,LABEL_2,0.8919
아직은 꽃이 많이는 없어도 한껏 물오른 버드나무 구경도 하고 진달래랑 목련이 조금 피어 있네요,LABEL_1,0.8072
연두빛 새순이랑 꽃이 더 피면 산책하고 피크닉하기 좋을 듯요,LABEL_2,0.843
서울숲에 있는 가드닝센터에서 원데이 클래스 를 할수 있어서 좋아요,LABEL_2,0.9845
공원 가기전 안긴 핑크,LABEL_1,0.5838
친구들과 함께 서울숲에 왔어요,LABEL_2,0.9149
산수유의 노란 꽃망울과 백목련의 하얀 꽃봉오리와 진달래 개나리 수선화,LABEL_2,0.9145
봄꽃들이 막 피어나는 산책길을 새소리를 들으며 걸으니 참 좋아요.,LABEL_2,0.9709
도심속에서 아름다운 봄의 정경을 볼 수 있어 정말 좋은 시간였어요.,LABEL_2,0.9871
4월 5일에 열리는 서울 가든 페스타에도 오고 곧 벚꽃이 흐드러지게 필때 다리에서 내려다 보는 풍경이 예쁘다고 하니 친구들과 서울숲에 또 오기로 약속 했어요,LABEL_2,0.9757
규모가 큰 편이라 조용히 여유롭게 산책하기 좋은 곳인 것 같습니다!,LABEL_2,0.9595
"주변 가까이엔 디뮤지엄, 디타워, 성수까폐거리 같은 곳이 있어서 먹고, 즐기는데",LABEL_2,0.8306
좋은 듯 하구요,LABEL_2,0.9771
이동하는데,LABEL_1,0.4825
지하철역도 가까운 편이라 편해요,LABEL_2,0.9843
서울숲에 있는 제이홉 벤치 풍경입니다.,LABEL_2,0.9832
벤치 위치가 궁금하새면 다른 사진도 보세요.,LABEL_1,0.6464
벤치 지도가 있어요.,LABEL_2,0.9167
"겨울 저녁, 서울숲을 혼자 걸었어요",LABEL_1,0.5423
원래 골프장과 경마장이 있던 곳을 시민공원으로 조성해 2005년에 개장한 곳이라 넓고 시설이 잘 정비되어 있었어요  날씨가 쌀쌀했지만,LABEL_2,0.8808
산책하는 사람들과 강아지를 데리고 나온 분들이 많아 한적하면서도 적적하진 않았습니다,LABEL_1,0.7958
일부 구간은 조명이 부족해 조금 어두운 느낌도 있었습니다  호수 근처 벤치에 앉아 쉬다가 한강 쪽으로 걸어갔는데,LABEL_1,0.698
강바람이 세서 상당히 추웠어요,LABEL_1,0.7512
"공원 주변에는 감성적인 카페와 베이커리, 레스토랑이 많아 식사나 커피 한 잔하기 좋았고 성수동과 가까워 분위기 좋은 곳을 찾기 쉬웠어요  조용히 산책하기 좋은 곳이지만",LABEL_2,0.9466
겨울엔 따뜻하게 입고 가는 게 필수입니다,LABEL_2,0.9296
오랜만에 방문한 서울숲 밤에 오니까 생각보다 많이 어두웠지만,LABEL_1,0.8006
여전히 넓고 여유로워서 조만간 또 방문하려구요,LABEL_2,0.9466
잠깐이지만,LABEL_1,0.8574
산책 잘 하고 갑니당,LABEL_2,0.9821
산책하기도 데이트하기에도 좋은거같아요!,LABEL_2,0.9868
호수에 물을 반이상 빼서 조금 허전합니다만 여전히 넓고 시설이 좋습니다.,LABEL_2,0.8656
고양이가 있었어요,LABEL_2,0.7237
겨울이라 한적하니 좋아요,LABEL_2,0.9822
며칠전 내린 눈이 아직 남아 있어요.,LABEL_2,0.6805
호수가 얼어서 아주 멋진 풍경을 보여줍니다.,LABEL_2,0.9827
날씨가 따뜻하다고 서울숲산책을 하자고해서 나갔는데,LABEL_1,0.4952
조명도 예쁘고 산책길이 잘되어있어서 도란도란얘기하면서 걷기좋았다.,LABEL_2,0.9798
날씨가 따뜻할때는 너무사람이많아서 좀그랬는데,LABEL_1,0.8804
겨울이라 조용하게 즐길수있었던것 갔다.,LABEL_2,0.967
붐비기전에 산책좀 다녀야겠다,LABEL_1,0.523
와우 서울숲 좋아요,LABEL_2,0.9783
산책로가 잘되어있고 나무숲도 좋아요,LABEL_2,0.9903
알엠 서울숲 벤치에 눈이 내렸네요.,LABEL_1,0.5285
서울숲이 넓어 벤치 찾기가 어려우실 거예요.,LABEL_1,0.517
추가된 사진에 알엠 벤치 지도가 있어요.,LABEL_2,0.7341
"서울숲Seoul Forest는 서울특별시 성동구 성수동1가에 있는 테마공원으로 주변에 중랑천, 응봉산, 달맞이공원, 한강성수대교, 뚝섬유원지 등으로 녹지를 크게 이루네요",LABEL_2,0.8149
"체육공원, 경마장 등의 시설을 완전철거없이 콘크리트 골격을 일부 남겨 공원으로 리폼, 도시 속의 녹지라는 컨셉으로 화장실 등의 건물도 노출콘크리트 위주로 디자인해 독특한 분위기라죠",LABEL_2,0.9536
고요한 겨울속 나무숲장관을 느끼면 과연 여기가 서울인가싶은 피톤치드도 있는듯이 느껴지더군요,LABEL_1,0.5786
"조용한 숲멍을 벤치에서 감상하면 그냥 힐링  꽤 규모있어 차분히 돌면 두시간도 훌쩍 지나가며 옆의 수도박물관 곤충식물원 함께 보기좋아요특히 거울연못 단풍유명한 숲속길강추  올때는 시간당 2400원인 전용주차장,지하철 서울숲역 3번이용",LABEL_2,0.9637
서울시 성동구에 위치한 서울숲에 방문했습니다.,LABEL_2,0.78
이 곳 인근에 멀리 보이는 성수대교사고 희생자 위령비도 볼 수 있습니다.,LABEL_2,0.9419
주소  서울 성동구 뚝섬로 273 운영시간  매일05302130 전화번호  024602905,LABEL_2,0.6598
함박눈이 펑펑 내리는 날 서울숲은 아름답습니다.,LABEL_2,0.9456
눈 내리는 뷔 서울숲 벤치 풍경입니다.,LABEL_2,0.9513
뷔 벤치가 어디 있는지 잘 모르시는 분을 위해 벤치 위치 지도도 첨부했습니다.,LABEL_2,0.7376
다양한 계절의 뷔 벤치 영상은 유튜브 힐링 인 서울 포레스트에 있습니다.,LABEL_2,0.9428
딸이 성수동 가고 싶어해서 가면서 잠시 휴식을 취했는데,LABEL_1,0.689
", 날씨는 추웠지만",LABEL_1,0.8456
", 공기는 깨끗하고 가만히 멍하니 있어도 기분이 좋아지는 공간이네요!",LABEL_2,0.971
오랜만에 여유있게 멍때리고 있다가 구경도 하고 좋았습니다,LABEL_2,0.9857
눈 내린 서울숲 새벽 풍경입니다.,LABEL_2,0.769
서울숲 볼거리 많고 산책하기 좋아요 부근에 예쁘고 맛있는 카페도 많고요,LABEL_2,0.9899
서울숲에 예쁜 크리스마스.,LABEL_2,0.9334
장식이 있어요.,LABEL_1,0.5885
서울숲 사랑 행복 저녁풍경 건강 겨울명소 하이라이트챌린지 풍경 힐링 맛집 노원구 중계동 중계역 동산약국 동물약국 자연치유 엔큐엔에이 당독소 중계역약국 중계동약국 노원구약국 약국 건강지킴이 영양상담 처방조제 NQNA 팜스 엘스케이 당독소약학회,LABEL_2,0.9756
크리스마스 분위기 나게 트리를 잘 꾸며뒀는데,LABEL_2,0.8753
사진찍기 너무 좋네요,LABEL_2,0.9834
저녁때 서울숲 가실 일 있으시면 꼭 사진 찍고 가세용  크리스마스트리에 사슴조명에 불빛 찬란하니 너무 좋았습니다!,LABEL_2,0.9773
SM신사옥 바로 옆에 위치 크리스마스 트리 앞에서 찰칵!,LABEL_2,0.9701
참 좋아요,LABEL_2,0.9883
첫눈 내린 오늘 포근한 서울숲 풍경 이예요 잠시 동심으로 돌아가 설렘,LABEL_2,0.891
가득 소원도 빌어보고 뽀드득 하얀 눈싸인 숲길 거니며 겨울왕국이 된 멋진 설경들도 담아 보았습니다.,LABEL_2,0.9842
잠시 낭만 가득한 풍경에 감상한잔 즐겨보시겠어요,LABEL_2,0.9081
24년첫눈 서울숲 새하얀세상 포근함 사랑 행복,LABEL_2,0.9888
사진찍기 취미 있는 친구들 셋이서 저녁먹은 후 서울숲으로 우연히 저녁 산책하러 갔다가 가로등에 비치는 단풍나무들이 너무 예뻐서 사진 찍어 봤어여.,LABEL_1,0.5701
낮에도 멋진 이곳이 저녁에도 이렇게 예쁜지 첨 알았네여.,LABEL_2,0.9691
서울숲은성동구에 위치한대규모도시공원이고 자연과문화를동시에즐길수있는도심속쉼터이고시민을위한자연공원으로탈바꿈하여 서울의대표적인 생태공원입니다ㆍ,LABEL_2,0.9755
다양한테마공간이고풍부한자연환경다양한활동과 편의시설이 있어산책자전거도로 피크닉장 가족친구들과여가를 즐길수있으면 주변에 카페식당편의시설이잘갖춰져있어요ㆍ,LABEL_2,0.9557
서울숲은 시민들이자연속에서 힐링할수있는공간뿐만아니라 문화와 예술을즐길수있는 다채로운장소로 많은사랑을받고 있습니다,LABEL_2,0.9534
주말에 아이와가면힐링도되고 주변에체험도해서 추억을쌓을수있어 행복한 하루였어요ㆍ,LABEL_2,0.9917
도심속 힐링속으로 서울숲gogo,LABEL_2,0.7209
가을을 가득느낄수 있어서 좋아요,LABEL_2,0.9868
산책도 하고 단풍구경하기 좋아요   일년 내내 볼거리가 많은 큰 공원이지만,LABEL_2,0.9086
가을철 단풍구경을 가까운 곳에서 쉽게 할 수 있어서 좋아요.,LABEL_2,0.9854
형형색색 다양한 가을꽃도 구경할 수 있고 상쾌한 공기도 마실 수 있는 도심 속 힐링공간 서울숲 최고   공원이 워낙 넓어서 다양한 풍경을 한 곳에서 볼 수 있다는 장점이 있어요.,LABEL_2,0.9801
성수동 카페거리와 가까워서 나들이나 데이트 코스로도 완전 추천합니다,LABEL_2,0.9927
나비정원이랑 곤충식물원은 11월 23일까지 보수공사 관계로 운영되지 않습니다,LABEL_0,0.8263
어느덧 가을도 끝자락에 절기도 소설이네요,LABEL_2,0.9568
소설小雪은 24절기의 20번째로 살얼음이 얼기 시작하여 겨울 기분이 들면서도 따사로운 햇살이 있어 소춘小春이라고도,LABEL_2,0.8594
한다지요,LABEL_2,0.6172
요즘의 서울숲 풍경은 다음 계절의 봄을 미리 맞이하려는 듯 이곳저곳이 공사하는 구간이 많아요,LABEL_1,0.5524
호수와 거울연못은 물이 없고 은행나무 숲도 낙엽이 거의지고 없더라구요,LABEL_0,0.7086
그럼에도,LABEL_1,0.5706
한낮의 풍경은 따스한 햇살과 가을의 정취를 느끼러 나오시는 나들이객들과 주변 직장인 분들이 꽤나 많아요.,LABEL_1,0.6253
늦가을의 정취 잘 즐감하고 왔습니다.,LABEL_2,0.9861
꽃사슴도 있고 은행나무 크고 이뻐요,LABEL_2,0.9896
"It is close to Seoul Forest Station on Bundang Line or Ttukseom Station on Line 2, so it is good to visit by public transportation. There are many unique cafes and restaurants around, so it is good to feel the autumn of Seoul Forest and have a cup of tea after eating. Seoul Forest If you come to Seoul, which is good for a date course, a walk, or exercise course, it is a course worth visiting.",LABEL_2,0.5292
서울숲 실시간.,LABEL_2,0.89
늦은 가을 산책 중에 은행나무라고 알게되어 한장 찍어봄.,LABEL_2,0.9398
서울숲은 산책하기에 좋은데 요즘은 공사중인 곳이 너무 많다.,LABEL_1,0.8547
서울숲 교똥편도 넘좋아요,LABEL_2,0.9897
매번 자주 가도 너무 좋은곳 건강산책도 가능하고 아름다운 서울숲도 산책하고 기쁨을 주는곳 이랍니다,LABEL_2,0.9909
서울숲 가을 가기 전에 꼭 가보고 싶었는데,LABEL_2,0.6996
전시회 갈일 있어서 겸사겸사 갔다가 너무 좋았어요!,LABEL_2,0.9657
숲 뒤쪽 끝에 은행나무 카페트가 참 인상적이었네요!,LABEL_2,0.9158
더 늦기 전에 서울숲 가을 만끽하러 가세요,LABEL_2,0.6027
"11월의 일요일 오후, 정말정말 추웠지만",LABEL_2,0.7251
아름다운 은행나무와 낙엽들을 구경하며 힐링하는 시간을 가졌어요,LABEL_2,0.9677
"날이 추워서 사람도 많이 없었고, 공영주차장에 주차하는 대행운이 오후 5시 조금 넘어서 도착했더니 곧 식사 시간이라서인지 나가는 차량이 많아 생각보다 쉽게 주차할 수 있었고, 밤에는 거의 주차장이 텅 비어있었어요.",LABEL_1,0.6137
"성수동이 가까워서 근처 식당에서 예쁜 소품샵도 구경하고, 맛집투어도 할 수 있어서 행복한 시간이였답니다",LABEL_2,0.9899
서울숲,LABEL_1,0.5743
만추를 느낄수 있다.,LABEL_2,0.961
늦가을 단풍과 서늘한 가을 날씨.,LABEL_2,0.9056
청명한 하늘이 너무 너무 좋았다.,LABEL_2,0.9223
아들과 함께해서 더욱더 좋았던 2024.11월의 가을.,LABEL_2,0.9503
단풍이 예쁘게 물든 서울숲.,LABEL_2,0.6314
아직 추워지기전이라 단풍구경 온 분들 많았습니다.,LABEL_2,0.8539
서울숲역 내려 바로 앞에있어 교통이 정말 편리했습니다.,LABEL_2,0.9894
한번 와야지 하면서 드디어 와보네요.,LABEL_2,0.9358
사람들이 왜 그렇게 예쁘다고한 이유가 있었네요.,LABEL_2,0.6468
아침에는 석촌호수 오후에는 서울숲.,LABEL_2,0.6776
휴일날 힐링 제대로 합니다.,LABEL_2,0.9895
단풍 막바지,LABEL_1,0.5547
너무 이쁘고 넓고 사람도 많고 두번째 방문인데 좋았어요!,LABEL_2,0.9774
단풍 시즌이네요,LABEL_2,0.8951
서울숲에서도 단풍이 꽤 있습니다만 제가 그리 좋아하지 않는 은행나무가 더 많은 것 같습니다,LABEL_1,0.7654
걸어다는 것을 좋아하는 입장에선 은행열매가 썩 달갑진 않아서요 그래도 오늘 보니 풍경이 꽤 괜찮습니다,LABEL_1,0.677
사람만 없었으면 대표사진 딱 박아놓을만큼 괜찮다고 생각하는데,LABEL_1,0.5604
최고인기스팟이라 사람이 엄청 많아,LABEL_2,0.5295
그렇게는 찍을 수 없었고 블러 처리한 사진을 대표로 걸어놓긴 좀 그래서 마지막에 놓았습니다,LABEL_1,0.5931
암튼 은행나무도 잘 해놓으면 꽤나 멋있네요,LABEL_2,0.969
한편 곤충식물원이랑 나비정원은 계속 보수 중이었습니다,LABEL_2,0.6477
곤충 무서워해서 그런건 절대 아니고 어쩌다보니 들어가본적은 없지만,LABEL_1,0.7631
어떻게 바뀔지 기대되네요 ㅎ,LABEL_2,0.7981
이제 곧 겨울이라 그런지 호수쪽 물이 많이 없었고 입구쪽에도 없었습니다만 그런대로 잔잔한 분위기라 또 좋았습니다,LABEL_2,0.8552
가을의 서울숲은 봄과는 또 다른 분위기입니다.,LABEL_1,0.4943
메타세콰이어길 노란 단풍 거리도 예쁘고 코스가 다양해서 여기저기 구경하기 좋아요.,LABEL_2,0.9893
서울숲 사계절은 가봐야해요,LABEL_1,0.4839
가을 서울숲은 더 매력적이고,LABEL_2,0.9221
산책하기 너무 좋아요,LABEL_2,0.9874
요즈음 날씨에 산책하기 아주 좋아요,LABEL_2,0.991
방문 추천합니다,LABEL_2,0.9903
사진 잘 나와요,LABEL_2,0.9822
노란 은행나무가 환상이네요,LABEL_2,0.8144
걷고 산책하기 좋아요,LABEL_2,0.9806
서울숲 제이홉 벤치 풍경입니다.,LABEL_2,0.9842
블로그 링크를 클릭하먄 제이홉 벤치 지도가 나옵니다,LABEL_2,0.4654
은행나무길 메타쉐콰이어숲길 거울연못 생태숲 사슴방목장 너무나 볼거리가 많고 예뻐요,LABEL_2,0.9844
은행나무 70정도 물들었어요,LABEL_0,0.5747
단풍나무도 이쁜데 노란은행잎이 이쁘네요,LABEL_2,0.8241
사람들 엄청많이서 사진찍기어려웠어요,LABEL_0,0.5147
가족과 가을 산책하러 방문했어요.,LABEL_2,0.9572
구석구석 볼거리들이 많아서 좋았어요.,LABEL_2,0.9393
가을을 느낄 수 있는 아름다운 풍경뿐만 아니라 토끼나 사슴과 같는 동물도 볼 수 있어서 좋았구요.,LABEL_2,0.9656
아이가 좋아했어요.,LABEL_2,0.9831
생각보다 사슴이 많더라고요.,LABEL_0,0.6257
나비정원과 곤충식물원은 공사 중이라 관람하진 못했어요.,LABEL_0,0.4854
"11월 말까지 한다고 하니, 관심 있는 분들은 참고하세요!",LABEL_1,0.6424
길도 편안하고 낙엽이나 도토리 등도 볼 수 있어서 아이와 함께 산책하기 정말 좋았어요.,LABEL_2,0.9881
평일이라 주차도 무난하게 했어요.,LABEL_2,0.9851
가을 분위기가 한창인 서울숲에 다녀왔습니다.,LABEL_2,0.7487
"알록달록한 단풍길을 걷거나 낙엽이 진 길을 걸으면서 가을을 느끼기에도 좋고, 특히나 안쪽에 노랗게 물든 은행나무 숲은 정말 끝내줘요.",LABEL_2,0.8227
"길을 건너 더 안쪽으로 들어가면 사슴이 있기도 한데, 봄에는 벚꽃과 같이 볼 수 있기도 합니다.",LABEL_2,0.5065
"한적하게 피크닉을 즐기거나 산책을 하면서 힐링할 수 있고, 데이트하기에도 좋은 곳이니 꼭 가보시기 바랍니다.",LABEL_2,0.9498
감사합니다.,LABEL_2,0.962
가을은 서울숲이쥬,LABEL_2,0.7662
아주 이쁩니다!,LABEL_2,0.9904
은행나무 존이 있는데,LABEL_1,0.6922
이번엔 거기는 안 갔지만,LABEL_1,0.8206
ㅋ 파란 하늘과 알록달록 단풍은 서울숲도 참 이뻐요,LABEL_2,0.9814
혼자 조용히 산책하고 오기에 딱인 그런 날이었어요,LABEL_2,0.9742
도심 한가운데 참 편안하고 아름다운 장소네요,LABEL_2,0.986
하루하루 즐겁게 포스팅 중인 美食客 입니다.,LABEL_2,0.9796
지난주말 성수동의 참 많은곳을 다녀왔는데,LABEL_2,0.6836
요 그중 한 곳이 서울숲 입니다.,LABEL_2,0.5099
5개의 테마로 조성되어 있고 제1테마 뚝섬 문화예술공원  제2테마 뚝섬 생태숲 제3테마 습지생태원  제4테마 자연체험학습원  마지막 5테마는 한강수변공원으로 선착장자전거도로 등이 있다고 해요,LABEL_2,0.9132
42만 그루의 한국 고유종 나무들과 다채로운 식물들이 선사하는 자연의 경이로움은 사진으로 오롯이 담아낼수 없음이 안타까웠습니다.,LABEL_1,0.6554
단풍물 곱게 물들어가는 계절에 서울숲으로 나들이 계획 세워보심,LABEL_2,0.7885
어떨까요,LABEL_1,0.6655
아마도 이번주 즘 단풍도 절정에 달하지 않을까 싶습니다.,LABEL_2,0.5201
주차는 서울숲 공영주차장 이용 하시면되구요,LABEL_2,0.8505
주차료는 1시간 3천원 입니다.,LABEL_2,0.5086
모든 계절의 서울숲 너무 좋아요,LABEL_2,0.9875
"산책, 피크닉, 운동등 힐링하기에 정말 좋은 곳입니다!",LABEL_2,0.9899
낮도 좋지만,LABEL_2,0.7222
저녁에 가도 운치있는 서울숲입니다.,LABEL_2,0.9726
서울 도심에서 아이와 함께 뛰어놀기 좋은 공원이에요,LABEL_2,0.9824
이제 가을로 접어들면서 서울숲에도 나무들이 조금씩 울긋불듯 물들어 가고 있어요,LABEL_1,0.4656
나들이객과 관광객이 많이 찾아오지만,LABEL_1,0.8081
부지가 넓어서 붐비지 않고 피크닉을 즐길 수 있어서 좋아요!,LABEL_2,0.9838
도심속의 서울숲 여유롭고 좋아요,LABEL_2,0.9856
가을 단풍구경하러 서울숲 갔는데,LABEL_1,0.4836
아직 이른지 노란단풍도 거의 없어서 가볍게 산책하며 사진 찍고 왔어여.,LABEL_2,0.6231
아이와 나들이 가기 좋습니다.,LABEL_2,0.961
"토끼, 사슴도 있고 페달바이크도 있어서 아이와 하루 자연학습 순삭장소 임니다.",LABEL_2,0.9878
은행나무 숲은 완전 최고 자세한 내용은 블로그에 남깁니다,LABEL_2,0.8713
httpsm.blog.naver.comahssamom223644751932,LABEL_1,0.5173
서울숲은 예전 뚝섬 경마장과 골프장 자리에 조성한 공원으로 그 규모가 35만평에 달한다고하니 말 그대로 서울의 숲이었습니다.,LABEL_2,0.8562
"제주와는 다를 수종과 환경이 새삼 새로워 보였고, 옛 건물들을 다 철거하지않고 꾸며서 도시속의 녹지라는 느낌도 나는게 좋았고, 한강공원으로 길이 이어져 있어서 한강 산책도 겸할 수 있어요.",LABEL_2,0.985
규모가 커서 이용하는 시민은 많았지만,LABEL_1,0.8812
붐비지 않더라구요.,LABEL_0,0.7499
역시 서울,LABEL_2,0.8908
규모가 압권이네요.,LABEL_1,0.3834
넓고 쾌적하고 평화로워요.,LABEL_2,0.9917
시설도 잘 되어 있어 편안하게 쉬기 좋아요.,LABEL_2,0.993
가족끼리 만추 산책을 하러 왔어요,LABEL_2,0.8432
가을가을 물씬 느끼며 힐링하고 왔네요,LABEL_2,0.984
날씨도 화창해서 더욱 좋았고 요즘 날씨 데이트코스 너무 좋네요,LABEL_2,0.9911
행복한 추억 만들고 갑니다,LABEL_2,0.9886
곤충식물원이 제가 좋아하는 장소인데 휴업중이라 입구로 들어가 수도박물관으로 나오는 코스로 돌았습니다.,LABEL_1,0.338
금요일이라 사람들이 꽤 있는데,LABEL_1,0.6462
붐빈다는 느낌은 한두순간뿐.,LABEL_1,0.5778
외국인이 진짜 많아요.,LABEL_1,0.4867
동서양을 막론하고 6개국어 이상은 들은듯.,LABEL_1,0.5529
코스는 입구에서 오른쪽 은행나무길에서 느린산책정원까지 직진하며 안으로 잠깐씩 들어가 구경하다 광야숲할로윈 분위기로 사진찍기 좋음 방문자센터로 호수에 난 다리 건너고 영상이 다리 건너기 전에 찍은것 센터 위로 난 길 따라 올라갔다가 사슴있는곳으로 바람의 언덕에서 한강쪽으로 난 철교따라가서 서울숲 한강 전망대쪽으로 한강길 걸었어요.,LABEL_1,0.5367
산책하기 좋은 계절에 산책로가 아기자기하게 잘 조성되어 있어요.,LABEL_2,0.9902
도심에서 산책하기 좋은 곳 입니다,LABEL_2,0.9807
주변에 상가도 많아서 편하게 이용하기 좋은 곳 입니다,LABEL_2,0.989
처음으로 방문을 했습니다,LABEL_2,0.9806
"성동구에 있는 서울숲 입니다 근처의 지하철은 2호선 뚝섬역과 수인선 왕십리역에서 환승을 해서 노란색 수인선 서울숲 역으로 1개역만 가면됩니다,",LABEL_2,0.7176
"서울숲 4번 출구로 나오면 큰건물 지하로 거쳐서 서울숲 2번게이트로 나올 수가 있습니다,",LABEL_0,0.3584
"방문자센터는 왼쪽으로 1번게이트 옆으로 안내 센터가 있습니다, 사람들이 들어가는 주 출입구는 2번게이트 입니다, 서울숲 흰색 조형물이 보이고 큰광장과 산책길, 자전거 는 포장도로에서만 슬로우로 다닐수가 있고요, 큰공원이라서 외부로 나가는 여러군데 게이트들이 있습니다,",LABEL_0,0.6138
