text,label,score
개나리.,LABEL_1,0.494
벚꽃과 살구꽃은 팝콘터트릴 준비가 한창이구요.,LABEL_2,0.8271
도심한복판에 이렇게 멋진 고궁이 있어서 너무 좋아요.,LABEL_2,0.9881
살구꽃 벚꽃필때 한번 가봐야겠습니다.,LABEL_2,0.6928
예쁜 MD가 많은 덕수궁.,LABEL_2,0.9603
도심내 산책하기 좋앙ᆢㄷ,LABEL_2,0.8953
"덕수궁은 1592년 임진왜란이 일어나자 의주로 피난 갔던 선조가 다시 한양으로 돌아왔을 때, 월산대군 저택과 그 주변 민가를 여러 채 합하여 시어소로 정하여 행궁으로 삼았던 것으로부터 시작되고, 1895년 을미사변으로 신변의 위협을 느낀 고종이 러시아공사관으로 거처를 옮긴 후, 1897년 2월에 덕수궁으로 환궁하게 되었고, 대한제국이라는 황제국을 선포한 후 황궁으로서의 규모와 격식을 갖추게 되었습니다.",LABEL_2,0.9387
하지만,LABEL_1,0.8586
"1907년 고종의 강제 퇴위 이후 덕수궁은 그 규모가 대폭 축소되고, 경운궁에서 덕수궁으로 이름 또한 바뀌게 되었고요.",LABEL_2,0.5765
"덕수궁의 정전은 중화전인데요, 덕수궁으로 환궁한 고종이 1902년 지은 정전입니다.",LABEL_2,0.745
서울에서 꼭 가봐야 하는 곳이니 방문해보시기를 추천해 드립니다.,LABEL_2,0.9421
밤에 들렀는데,LABEL_1,0.5622
야경이 멋있고 사진도 잘나오네요 !,LABEL_2,0.9901
입장료도 저렴해서 산책하기 좋습니다,LABEL_2,0.9917
가벼운 마음으로 가성비 궁궐 야경하기 좋은곳!,LABEL_2,0.9682
단 주차장이 없는게 아쉽다,LABEL_1,0.6235
아직 봄빛이 많지는 않지만,LABEL_1,0.8939
한적하고 좋아요.,LABEL_2,0.9902
산수유도 피어있더라구요.,LABEL_2,0.6638
궁앞에서 태극기 부대의 극성스러운 시끄러움만 아니어ㅅ더라면 기분은 더욱 좋앗을듯,LABEL_1,0.6707
산책하기 좋아요,LABEL_2,0.9824
야경도 이뻐요,LABEL_2,0.9908
"구한말, 우리 민족의 한이 서려있는 역사적인 공간",LABEL_2,0.9259
"관리가 잘 되어있고, 설명도 상세히 되어있어 유익해요.",LABEL_2,0.99
평일 오전에 가니 조용히 산책하기 좋아요.,LABEL_2,0.9807
덕수궁 돌담길은 야경사진도 멋있게 잘 나옵니다.,LABEL_2,0.9895
꼭 저녁에도 들려서 사진찍어보세요,LABEL_2,0.4613
"덕수궁의 고즈넉한 밤, 석어당과 400여 년을 살아온 살구나무가 어우러진 풍경이 참으로 인상적이었습니다.",LABEL_2,0.9769
"해가 저물고 하나둘 불이 켜질 무렵, 석어당의 한옥문살 사이로 새어 나오는 은은한 불빛이 고풍스러운 운치를 더했습니다.",LABEL_1,0.6091
마치 오랜 세월을 간직한 공간이 방문객을 따뜻하게 맞이하는 듯한 느낌이 들었죠.,LABEL_1,0.5852
그 옆에는 굳건히 자리를 지키고 있는 살구나무가 서 있었습니다.,LABEL_2,0.9425
"가지를 길게 뻗으며 긴 세월을 담아내는 듯한 모습이 인상적이었고, 아직은 겨울의 흔적을 간직한 앙상한 가지뿐이었지만",LABEL_2,0.5968
", 머지않아 살구꽃이 흐드러지게 피어날 날이 기대되었습니다.",LABEL_2,0.9608
초승달이 조용히 그 곁을 지켜주는 듯한 풍경은 더욱 운치 있었습니다.,LABEL_2,0.6156
"다음에는 봄날, 살구꽃이 만개한 풍경 속에서 다시 한 번 이곳을 찾고 싶습니다",LABEL_2,0.9191
"대한제국의 역사를 조명미디어아트로 덕수궁은 원래 왕가별궁인 명례궁으로 임진왜란 직후 행궁으로써 정궁 역할을 했으며 광해군 때 정식 궁궐로 승격 경운궁으로 대한제국때는 황궁皇宮으로 이용하다 1907년 고종 퇴위, 순종 즉위후에 이름이 덕수궁이 됐다하죠",LABEL_2,0.845
"돈덕전에서 덕수궁 특별전 모던 라이트, 대한제국 황실 조명이 열려 감상하러 왔죠",LABEL_2,0.9458
이번놓치면 또 일년뒤에나 있다해서 부리나케 미디어아트로 아름답게 수놓아진 조명들속에 대한제국의 아픈역사를 가슴에 담아본  여기는 유럽과 조선양식이 혼재된 궁궐을 산책하며 돈덕전전시관 덕수궁미술관 등의 다채로운 볼거리를 같이 즐길 수 있죠,LABEL_2,0.9286
기념품샵도 있는  성인1인천원 유료이며 시청역 이용추천주차는 30분당 삼천원 서울시청서소문별관이용,LABEL_2,0.9274
덕수궁은 내부 보다 정동길 담벽이 훨 운치있고 이쁜 것 같습니다.,LABEL_2,0.9657
전통과 근대의 문화가 섞여있는 궁궐로 분위기가 색달랐습니다!,LABEL_2,0.9099
"고종의 근대적인 변화의 의지를 많이 느낄 수 있는 장소이며, 곳곳에 조명들도 구경하시는 재미가 있으실 것 같습니다   돈덕전, 미술관에는 전시가 운영되며, 석조전에서는 역사해설도 진행되어 다양한 체험과 관람이 가능했습니다",LABEL_2,0.9881
고종이 살았던 현대식 건물과 옛날 건물이 같이 있어 역사의 역변기를 느낄 수 있어요 일본인이 고종을 덕수라고 불렀다는 것도 화가 나요.,LABEL_2,0.6053
5시 넘어.,LABEL_1,0.4564
입장하면 실내 관람이 안돼요,LABEL_0,0.88
원래 덕수궁은 왕궁이아니라 조선시대왕족이 거주하는공간이었다,LABEL_2,0.6668
덕수궁은전통궁궐과 건축과 대한제국시기의서양식 건축이 공존하는 독특한구조를가지고있다,LABEL_2,0.96
덕수궁은 서울지하철 1호선2호선 시청역에하차 1번출구 71m 이고 방학때 아이와함께하기 좋고 뷰가좋아서 산책하면서 역사공부하기 딱이다,LABEL_2,0.9867
아이랑 같이 덕수궁에 왔어요,LABEL_2,0.9154
모던라이트 보러 갔습니다 !,LABEL_2,0.8989
간김에 석조전도 미리 예약하고 들어갔어요,LABEL_2,0.9183
걷기도 좋아요 !,LABEL_2,0.9832
4월?,LABEL_1,0.5508
부터 이것저것 행사 많이 한다하니 기회가 되면 다시 방문하고 싶습니다,LABEL_2,0.7595
즐거운 덕수궁 나들이 모던 라이트 전시회 왔어요.,LABEL_2,0.9732
덕수궁의 고즈넉함이 좋아서 비오는 날 중화전 처마끝에서 낙수지는 것이 좋아서 자주 갔었다.,LABEL_2,0.878
오랜만에 수묵별미 보러 들렀는데,LABEL_2,0.581
마른 하늘에 빈 나뭇가지가 드리우는 하늘도 좋고 ᆢ 역시 또 좋다.,LABEL_2,0.989
덕수궁 바로 옆 시청청사 13층 정동전망대도 방문하시길 추천드려요.,LABEL_2,0.9674
덕수궁이 그대로 내려다 보이는데,LABEL_1,0.5754
훤한 서울시내뷰 맛집입니다.,LABEL_2,0.9835
시에서 운영해서 음료 가격도 비싸지않아요.,LABEL_0,0.4722
그리고 근처에 산책로도 잘되어있어서 운동삼아 돌아보기도 좋습니다.,LABEL_2,0.9873
주변 산책로도 잘 되어있고 내부 커피숍도 풍경이 좋습니다.,LABEL_2,0.9918
연휴 마지막날 산책다녀왔습니다,LABEL_2,0.9716
무료 개방이어서 더 좋았습니다!,LABEL_2,0.9865
"덕수궁 원래 왕가의 별궁인 명례궁이었으나, 임진왜란 직후 행궁으로써 정궁 역할을 했으며, 광해군 때 정식 궁궐로 승격 경운궁이 되었고 대한제국 때는 황궁으로 쓰였다.",LABEL_2,0.9247
"1907년 고종 퇴위, 순종 즉위 이후 이름이 덕수궁으로 바뀌었다고 합니다.",LABEL_2,0.6466
많이 배우고 야경 궁 잘 보고 왔습니다.,LABEL_2,0.9808
겨울에 눈오는 덕수궁 전경이 너무 이뻤어요,LABEL_2,0.9409
수묵화를 많이 볼수있는 기회가 잘 없는데,LABEL_1,0.6962
이렇게 연휴에 볼수있게되서 너무 좋았습니다,LABEL_2,0.9904
다음에 또 다른 전시보러 오고싶어요,LABEL_1,0.409
고층 건물 사이의 고즈넉한 덕수궁.,LABEL_2,0.974
시대를 넘어서는 멋이 있습니다.,LABEL_2,0.9745
설날 연휴동안 서울 고궁이 무료입장이어서 덕수궁을 다녀 왔습니다.,LABEL_2,0.9487
편안하고 고즈넉한 분위기는 기분을 차분하게 하는것 같습니다,LABEL_2,0.9629
서울광장 갔다 바로옆에 있어 갔는데,LABEL_1,0.5523
요 야경이 너무이쁘구 궁안이 생각보다 넓어요,LABEL_1,0.7429
설연휴라 무료개방이네요 너무늦은 시간에가서 구석구석 보지는 못했지만,LABEL_1,0.7689
궁이 독특했어요 봄가을에 다시 한번 가야겠어요,LABEL_2,0.9345
덕수궁 둘러보고 산책하기에 좋아요.,LABEL_2,0.9879
설연휴를 맞이해 가장 한국적인 장소 덕수궁을 방문했어요,LABEL_2,0.9578
"입장료 무료라서 기분좋게 입장했고, 둘러보는 중간에 가이드분 만나서 중간에 합류해서 해설 들었어요.",LABEL_1,0.5485
그냥 둘러봐도 멋진 풍경이지만,LABEL_2,0.7038
", 가이드분의 풍부하고 재미있는 해설 들으니 시간 가는 줄 몰랐어요.",LABEL_2,0.4902
"너무 붐비지도 않고, 관리도 잘 되어있어 아주 깔끔합니다.",LABEL_2,0.9921
돈덕전도 전시도 볼거리도 많고 한국 근현대사 공부도 할 수 있어서 유익한 시간이었습니다.,LABEL_2,0.9884
덕수궁은 처음이였는데,LABEL_1,0.5101
", 규모는 크지 않았지만",LABEL_1,0.8728
한국의 미와 서양의 미가 섞여서 인상적이였어요.,LABEL_2,0.883
우연히 문화해설 해주시는걸 보고 다니며 설명을 들었는데,LABEL_2,0.557
", 덕분에 더 알차게 투어를 한것 같아요.",LABEL_2,0.9596
이지혜 해설사님 너무 알찬 해설 감사했어요,LABEL_2,0.9895
한창 역사에 관심 많은 딸아이랑 덩달아 잘 들었어요.,LABEL_2,0.9628
대한제국의 황궁 서울의 고풍스러운 여느 궁궐에 비해 분위기가 많이 다름.,LABEL_0,0.6667
전통적인 목조 전각이 있는가 하면 석조전 같은 근대 서양식 건물도 있음.,LABEL_2,0.8012
그밖에 여러 인상적인 건물들,LABEL_1,0.442
소나무들도 멋진 자태 근처 직장인의 산책코스.,LABEL_2,0.9845
그리고 외국인관광객들의 관광코스.,LABEL_2,0.721
경내에 국립현대미술관이 있음,LABEL_2,0.8279
.,LABEL_1,0.4844
"조선시대 막바지 비운의 역사가 서린 곳, 왠지 숙연해짐.",LABEL_2,0.6326
덕수궁 덕수궁대한문,LABEL_2,0.9625
서울시 중구 세종대로에 위치한 조선시대 건축물로 고종의 거처로 이용된 궁궐 입니다.,LABEL_2,0.5178
덕수궁은 원래 월산대군의 집터였던 것을 임진왜란 이후 선조의 임시거처로 사용되어 광해군때 경운궁으로 개칭 되었다.,LABEL_2,0.7793
근현대사 건축물과 조선시대 궁궐을 직접 볼 수 있는 덕수궁은 교통이 편리하고 가족 나들이 하기 좋은 장소 입니다.,LABEL_2,0.9831
덕수궁 밤산책 오랜만입니다.,LABEL_2,0.9812
"너무 춥지않은 밤이라면, 조용한 고궁에서 도시의 불빛을 바라보며, 거닐어 보셔도 좋겠습니다.",LABEL_1,0.7483
계절마다 가는 장소,LABEL_2,0.5361
겨울이라 돈덕전 전시회 구경을 갔는데,LABEL_1,0.5156
따뜻한 실내에서 조명기들과 다양한 체험활동이 있어서 만 4세 아이와도 즐겁게 구경했네요,LABEL_2,0.9828
"눈 내리는 덕수궁의 풍경 서울의 중심, 덕수궁에 내가 본 첫눈이 내렸다.",LABEL_2,0.699
"고즈넉한 궁궐의 건물 위로 하얀 눈이 소복이 내려앉고, 고요한 정원 곳곳에 겨울의 숨결이 스며들었다.",LABEL_2,0.4576
바람이 불 때마다 나무 사이를 가로지르는 눈송이들이 마치 춤을 추듯 내려앉는 모습은 그야말로 한 폭의 수채화 같았다.,LABEL_1,0.4782
덕수궁을 걸으며 겨울의 덕수궁은 마음속 깊은 곳에 감성을 채워주는 장소임을 새삼 느꼈다.,LABEL_2,0.9164
"차가운 공기 속에서도 포근함이 묻어나는 이곳에서, 나도 모르게 발걸음이 더뎌지고, 마음은 따스한 추억으로 머물렀다.",LABEL_2,0.5158
겨울 덕수궁의 눈 내리는 풍경은 그저 바라보는 것만으로도 힐링이 되는 특별한 순간이다.,LABEL_2,0.9546
덕수궁을 거닐며 느끼는 이 계절의 정취는 마치 시간이 멈춘 듯한 착각을 불러일으킨다.,LABEL_0,0.5487
눈이 내려 더 깊어지는고요 속에서 눈오는풍ㄱ,LABEL_1,0.4826
도심에 있는 힐링팟.,LABEL_2,0.9804
조용해서 혼자 걷기 좋은 곳.,LABEL_2,0.9118
야간 돌담길은 사진이 멋있게 잘나옵니다.,LABEL_2,0.9787
월요일은 쉽니다,LABEL_2,0.9474
야경이 멋지고 산책하기 좋아요,LABEL_2,0.9913
"소한의 한파 속, 덕수궁은 하얀 눈으로 덮여 고요한 아름다움을 자아냈습니다.",LABEL_2,0.9559
"오전에 경복궁에서 펑펑 내리던 눈을 맞으며 걷다가, 오후에 덕수궁에 도착했을 때는 눈이 그치고, 마치 수묵화처럼 덕수궁의 전경이 펼쳐졌습니다.",LABEL_2,0.8561
"봄날 석어당 담장 옆 하얗게 피었던 살구꽃을 떠올리게 하는 눈이 살포시 살구나무 위에 내려앉아, 봄을 기다리는 듯한 분위기를 연출했습니다.",LABEL_1,0.5094
"덕수궁의 눈 내린 풍경은 차분한 감성을 자아내며, 도시 한복판에서 잠시나마 평온함을 느끼기에 충분했습니다.",LABEL_2,0.9577
"감성 서너 스푼을 더해 눈이 내려 더욱 특별했던 덕수궁 방문, 이번 겨울 꼭 한 번쯤은 경험해 보시길 추천드립니다.",LABEL_2,0.9504
경주에서도 눈오는 풍경을 마주하기 어려운데 서울 일정중에 설경을 만난 행운이었어요.,LABEL_2,0.8418
눈 쌓인 덕수궁!,LABEL_2,0.9776
"눈이 소복히, 뽀득뽀득하게 눈을 밟으며 산책했어요",LABEL_2,0.9146
아직 단풍이 조금 남아있는 곳은 색이 예쁘게 나와서 좋았습니다,LABEL_2,0.8791
"돈덕전에서 살짝 내려와서 왼쪽으로 빠지면, 주변, 석조전 뒷편에 빨, 주, 노, 초록색 나무가 아직 남아있으니 한 번 구경하셔도 좋을 것 같아요!",LABEL_1,0.5549
돈덕전에서 하는 모던라이트도 구경했는데,LABEL_2,0.9052
", 막 넓지는 않지만",LABEL_1,0.892
정말 하나하나 알차게 구성하셨다는 것이 느껴졌습니다,LABEL_2,0.9889
이전에 미키마우스 전시도 좋았어서 다음전시가 벌써 기대됩니다,LABEL_2,0.9817
"선조전 계단 오른쪽 맨 위에서 석어당을 향해 줌인하는 것이 제 개인적인 사진포인트인데, 이번에 여름에 찍은 것과 비교해보니 멋있네요",LABEL_2,0.8875
"물론, 중화전과 광명문도 굿굿!",LABEL_2,0.9845
근현대사를 자세히 듣고싶다면 금천교 지나 왼쪽에 설명판?,LABEL_1,0.6274
있는 곳에서 해설시작해요,LABEL_2,0.8876
여유롭게 산책하기 좋았어요,LABEL_2,0.9729
서울시청 옆에 위치한 덕수궁 다녀왔습니다  입장료는 천원이고 학생과 어르신 그리고 한복을 입으면 경복궁과 함께 무료입니다,LABEL_2,0.9556
덕수궁 돌담길을 커플이 걸으면 헤어진다는 재밌는 얘기도 있지만,LABEL_1,0.7493
낙엽이 다진 돌담길을 걸으면 기분이 쓸쓸해집니다,LABEL_1,0.6431
사실 국립현대미술관에서 전시하는 수묵별미 수묵화전을 보려고 왔는데,LABEL_2,0.4901
신년은 휴관이네요  낙엽이 다 떨어진 나무들이 그즈넉하지만,LABEL_1,0.8283
또 이 분위기도 매력적입니다,LABEL_2,0.9913
출사 나오셔서 사진 찍는분들도 많고 산책하기 좋았어요,LABEL_2,0.9824
미술관 방문으로 재방문 예정,LABEL_2,0.9608
"야경 굿, 주차장없음",LABEL_2,0.9384
12월 25일 문화의날에 방문해 국립현대미술관 전시회도 함께 관람할수 있었습니다.,LABEL_2,0.9835
전시회 내용도 알차고 볼거리도 많더군요.,LABEL_2,0.9823
돈덕전에서도 전시회를 하고 있었는데,LABEL_2,0.8131
기대 이상으로 잘 꾸며진 전시회여서 다음에 한번 더 보고싶더군요.,LABEL_2,0.8971
경복궁 주변으로 볼거리도 많고 맛집도 많아 데이트코스로도 좋아보입니다.,LABEL_2,0.9893
"1,2호선 시청역에서 가까워 대중교통 접근성도 좋아 부담없이 방문할수 있어 좋습니다.",LABEL_2,0.9887
넘 늦어서 관람을 못해서 아쉬웠어요,LABEL_1,0.5314
14일부터 25일까지 돌담길에서 축제중이라 프리마켓도 함께 합니다.,LABEL_2,0.9801
날씨는 쌀쌀하지만,LABEL_1,0.843
아직 단풍이 남아있어 사진찍기 좋습니다.,LABEL_2,0.9672
정문앞 시청광장도 볼거리가 많네요.,LABEL_2,0.9221
요즘 시위때문에 교통통제가 잦으니 확인해보시고 방문하시길 추천드립니다.,LABEL_2,0.7095
덕수궁돌담길 바로옆에있는 시립미술관도 함께 방문해 보세요.,LABEL_2,0.5871
주변만 산책해도 좋어요,LABEL_2,0.9672
날씨는 추워졌는데,LABEL_1,0.7953
단풍이 예뻐서 아직도 늦가을 분위기가 남아 있어요.,LABEL_2,0.7532
도심에 이렇게 아름다운 공간이 있다는게 감사한 마음이 들어요.,LABEL_2,0.9606
점심시간에 산책하기 너무 좋은 곳 시간제 권을 구매해서 점심시간에 잘 활용하고 있습니다.,LABEL_2,0.9882
중구민 50할인 인걸 늦게 알았어요.,LABEL_1,0.4488
겨울같지 않은 따스한 날 남편이랑 덕수궁 구경했어요,LABEL_2,0.9723
오랫만에 발걸음 한 덕수궁으로 단풍도 아름답고 볼거리도 많았어요,LABEL_2,0.9897
오랜만에 아이와 함께 세식구 나들이 나왔습니다,LABEL_2,0.9707
단풍까지 운치있고 좋았어요,LABEL_2,0.9837
"덕수궁,산책하실분은 밤에 오시는걸추천해요.",LABEL_2,0.9418
혼자 고요하게 궁궐을 돌아다녀보세요.,LABEL_1,0.4736
너무좋아요!,LABEL_2,0.9889
눈에 보이는 풍경이 현실이 아닌거 같아요,LABEL_0,0.5325
제가 본게 믿기지 않을만큼 환상적이에요,LABEL_2,0.9339
올해 단풍은 참 이쁘네요,LABEL_2,0.7783
이번 주말에 마지막 단풍보러가세요,LABEL_2,0.7868
지금도 단풍이 너무 예뻐요.,LABEL_2,0.8604
산책하기 딱 좋아요.,LABEL_2,0.9827
멋있는 곳,LABEL_2,0.9702
시간잘마추면 수문장 교대식도 볼 수 있고 포토타임도 있고 사진도 ㅊ딕어주시는 서비스!,LABEL_2,0.9812
단풍이 끝내주네요.,LABEL_2,0.9685
