text,label,score
1층 기념품샵 있는 곳에 물품보관소와 휴대폰충전함이 있어서 좋아요.,LABEL_2,0.9836
"평소엔 10001800 수,토요일은 21시까지 관람 가능합니다.",LABEL_2,0.9816
추천하는곳,LABEL_2,0.9326
조선 초에는 명나라 청화백자를 모방했지만,LABEL_2,0.4562
", 점차 우아한 조선 고유의 청화백자를 만들기 시작했다.",LABEL_2,0.9218
"청화백자 제작은 궁중 화원이 담당했으며, 청화 안료 수입이 어려울 때는 철화 안료로 그린 철화백자를 만들기도 했다.",LABEL_2,0.9073
"분청사기 박지철채 모란무늬 자라병은 15세기 후반 조선시대에 제작되었으며, 조화 기법으로 모란꽃과 이파리를 표현하고 무늬 주변의 흰 흙을 긁어내고 철화 안료로 칠한 것이다.",LABEL_2,0.6831
"백자 철화 매화대나무무늬 항아리는 조선 16세기부터 17세기 전반까지 제작되었으며, 장중한 형태와 뛰어난 그림으로 유명한 대표적 철화백자이다.",LABEL_2,0.9639
"백자 철화 포도원숭이무늬 항아리는 18세기 조선 후기에 제작되었으며, 포도넝쿨을 잡고 노니는 원숭이를 생동감 있게 표현한 것이 특징이다.",LABEL_2,0.5997
.,LABEL_1,0.4844
오랜만에 방문.,LABEL_2,0.9636
주말이라 사람들이 많아서 오히려 좋았음.,LABEL_2,0.8286
"주말에도 휑한 것도 아니고, 외국인들만 드문드문 있는 것도 아니고, 그냥 여기저기서 아는 말이 들려오고, 도란도란 의견을 나누고 하는 가운데 있을 수 있어서 좋았음.",LABEL_2,0.7094
"아, 그리고 뮷즈!",LABEL_2,0.8171
진짜 상 좀 줘야 함.,LABEL_0,0.5155
갔었는데,LABEL_1,0.4663
좋았습니다!,LABEL_2,0.9795
벼르고 벼르던 국립중앙박물관을 다녀왔어요.,LABEL_2,0.8213
"이촌역에서 박물관 앞으로 이어지는 통로가 있어 어렵지 않게 찾아 갈수 있었고, 통로밖으로 올라가니 탁트인 호수?가 반겨주고 있었어요.",LABEL_2,0.9016
전시관에 들어서서 간단한 보안검색대를 통과하니 1층부터 바로 시간여행이 시작되었어요.,LABEL_2,0.9342
"101호 구석기부터 신석기를 지나 청동기, 이어지는 고조선 고구려 백제 신라 가야 발해 고려 조선 대한제국까지",LABEL_2,0.8906
마치 교과서에서 보던 연대표위를 걷고 있는 기분이였어요.,LABEL_1,0.4479
짧은시간동안 긴 여행을 하고 온 기분이 들었습니다.,LABEL_2,0.8736
"2층에선 잠시 생각하는 시간도 가져보고, 기부받은 전시물들도 관람이 가능했습니다.",LABEL_2,0.9831
"급격한 체력저하로 3층은 다음을위해 남겨놨고, 무료로 양질의 관람이 가능하니 꼭 다녀오시길 바래요!",LABEL_2,0.9471
.,LABEL_1,0.4844
"인도 미술은 힌두교, 불교, 자이나교 등 다양한 종교 미술을 포함하며, 인간 형상을 중요하게 여긴다.",LABEL_2,0.8801
"힌두교에서는 시바, 비슈누, 브라흐마가 주요 신으로, 비슈누는 락슈미와 사라스와티 사이에 위치하며, 시바와 파르바티는 함께 표현했다.",LABEL_2,0.6219
"소마스칸다는 시바, 파르바티, 스칸다로 구성되며, 부처의 생애를 나타낸 불비상은 석가모니의 생애 중 8가지 사건을 표현한 것이다.",LABEL_2,0.6137
"미투나는 사랑을 나누는 남녀 한 쌍을 표현하며, 풍요와 길상을 상징한다.",LABEL_2,0.9227
"아이를 수호하는 모신은 풍만한 가슴을 지닌 여인과 여러 명의 아이들을 표현하며, 중앙아시아나 티베트, 중국 등지에서도 유사한 형태가 발견되었다.",LABEL_2,0.5746
국립중앙박물관 특별관에 전시 중인 중앙아시아관의 유물들이다.,LABEL_2,0.9306
우리나라에서도 이런 작품을 볼 수 있는 좋은 기회이다.,LABEL_2,0.9826
.,LABEL_1,0.4844
너무 좋았다.,LABEL_2,0.9666
예술의 전당 반고흐전에서 얻은 분노가 모두 가라앉을 정도로 좋았다.,LABEL_2,0.9442
사람도 거의 없어서 보고 싶은걸 실컷 볼 수 있었다.,LABEL_2,0.7827
1층 전시실 천체와 3층 인도 전시관이 좋았다.,LABEL_2,0.9312
나중에 인도 관련 전시회가 있으면 가보고 싶다.,LABEL_1,0.4605
더 보고 싶었다.,LABEL_1,0.4901
백제금동대향로 모형인데도 너무 크고 아름다워서 눈물이 났다.,LABEL_2,0.9316
수막새 너무 예뻐서 굿즈로 갖고 싶었다.,LABEL_2,0.8998
이걸 기와지붕 끝 하나하나에 새겼다니.,LABEL_1,0.4146
사람들이 갈려나갔겠구나 싶었다.,LABEL_1,0.6541
허리띠 조각이 말도 안되게 세밀했다.,LABEL_0,0.6327
이걸 굳이 허리띠에 새겼다고,LABEL_1,0.6535
싶을만큼 아름다웠다.,LABEL_2,0.9783
전시실 전체가 깨끗하고 좋은 향기가 났다.,LABEL_2,0.9763
교통편도 매우 편리하다.,LABEL_2,0.9899
영상 1관도정말 좋아서 나올때 한번 더 보려했는데,LABEL_1,0.6433
까먹었다.,LABEL_1,0.4192
영상실을 흐르는 얕은 냇물가 조약돌에 앉아서 보는것처럼 만들어 두었다.,LABEL_0,0.5061
푸른 세상을 빚다고려 상형청자 특별전 관람했는데,LABEL_2,0.7926
재미있고 유익했어요,LABEL_2,0.9916
너무 아름다운 향로와 우스꽝스러운 사자의 표정이 재미있었던 청자베개등 고려청자에 빠져버렸어요,LABEL_1,0.5056
푸른 세상을 빚다  고려 상형청자  지나칠 수도 있었지만,LABEL_1,0.8072
놓치면 안될 거 같아서 전시 마지막 날 오픈런으로 관람 잘한 선택이었구 훌륭한 전시였어요,LABEL_2,0.9652
"북송과의 교류를 통해 영향을 받기도 한 고려 시대 청자의 기술적인 발전과 경이로운 제작 기법을 쫓으며 시선을 따라가다 결국엔 마주친, 숨이 멎을 듯한 절정의 아름다운 청자들을 마주했을 땐 벅찬 감동이 올라왔어요",LABEL_2,0.8761
교과서에서 사진으로만 볼 수 있었던 청자들이 실제 현존하고 있다는 깨달음과 눈으로 확인할 수 있는 전시를 제공해 준 국립중앙박물관의 존재가 귀하게 다가온 시간이었어요,LABEL_2,0.982
더 자주 방문하고 이용해야겠어요,LABEL_2,0.6579
갈때마다 국뽕 차올라 뿌듯합니다.,LABEL_2,0.9693
날씨가 흐려서인지 외국인도 많고 해서 3층부터 보고 내려 왔는데,LABEL_1,0.5126
1층은 담기회에.,LABEL_1,0.597
너무 힘들어서,LABEL_0,0.5112
"국립중앙박물관에서 열린 특별전 그리스가 로마에게, 로마가 그리스에게 를 관람하며 두 문명의 문화적 교류와 영향이 얼마나 깊이 얽혀 있는지를 실감할 수 있었다",LABEL_2,0.9678
"전시는 그리스와 로마가 서로의 예술과 철학, 종교, 생활 방식에 어떤 영향을 주고받았는지를 다양한 유물과 함께 보여주었다.",LABEL_2,0.9573
"특히, 로마 시대에 만들어진 그리스풍 조각상을 보며 단순한 모방이 아니라 로마가 자신들의 가치관에 맞게 변형하고 발전시킨 점이 인상적이었다",LABEL_2,0.8517
"또한, 로마의 공공 건축물과 도시 구조에서 그리스의 영향을 찾을 수 있었고 반대로 로마의 정치 시스템이 그리스에 미친 영향이 흥미로웠다",LABEL_2,0.5018
그리스와 로마의 문화가 오늘날에도 여전히 우리 삶에 영향을 미치고 있다는 점에서 과거와 현재를 연결하는 뜻깊은 전시였다,LABEL_2,0.7815
국립중앙박물관에서 열리고 있는 푸른세상을 빚다 고려 상형청자 특별전은 고려 청자의 정수를 한자리에서 만날 수 있는 전시다.,LABEL_2,0.8841
"국보 청자 사자 모양 향로 를 비롯해 인물, 동물, 식물 등 다양한 형상을 본뜬 300여 점의 상형청자가 전시되어 있다.",LABEL_2,0.6477
청자의 부드러운 곡선과 은은한 비취색이 빚어내는 아름다움은 고려인의 미적 감각을 그대로 보여준다.,LABEL_2,0.8344
"단순한 공예품을 넘어 향로, 연적, 주전자 등 실생활에서 사용되던 그릇들 속에 담긴 고려 시대의 생활과 문화까지 엿볼 수 있어 더욱 흥미로웠다.",LABEL_2,0.9719
고려 청자의 정수를 감상하고 싶은 분이라면 3월 3일까지 꼭 방문해보길 추천한다.,LABEL_2,0.8848
"전시는 단순히 유물을 나열하는 것이 아니라, 고려 청자의 탄생 배경과 제작 기법, 문화적 의미까지 깊이 있게 조명한다.",LABEL_2,0.7424
상형청자의 섬세함만남,LABEL_2,0.5662
국립중앙박물관 야외 석조물 정원은 고즈넉한 산책 속에서 오랜 시간을 머금은 석조 문화재를 만날 수 있는 곳이다.,LABEL_2,0.9728
"통일신라의 석탑, 고려의 석등, 조선 시대 능묘 석물까지, 각 시대를 대표하는 석조물이 나무 사이사이에 자연스럽게 배치되어 있다.",LABEL_2,0.9284
정해진 동선 없이 자유롭게 거닐며 석조물을 발견하는 재미가 있다.,LABEL_2,0.9762
"바람에 흔들리는 소나무 아래, 부부가 나란히 걸어가는 모습이 정원의 풍경과 어우러져 마치 한 폭의 그림처럼 느껴졌다.",LABEL_1,0.5325
박물관 방문 후 가벼운 산책을 즐기기에 더없이 좋은 공간.,LABEL_2,0.9808
"역사와 자연이 함께하는 이곳에서, 천천히 걷다 보면 돌에 스민 세월이 고스란히 전해진다.",LABEL_2,0.5484
야외 석조물 정원 관람하고 한글박물관 방문 하려고 했는데,LABEL_2,0.7175
약 2주전 화재로 관람을 할수 없었다.,LABEL_0,0.434
전시봤어요,LABEL_2,0.8987
좋네요,LABEL_2,0.969
"몇년만에 방문한 국립중앙박물관, 어릴때 왔을때와는 사뭇 다른 느낌을 받았고, 특히나 다양한 프로그램과 전시가 잘 갖추어져 있고, 시설도 예전보다 훨씬 업그레이드 된 느낌을 받아서 역시 대한민국 최고 박물관은 다르다는 생각이 들었네요.",LABEL_2,0.7547
상품들도 너무 눈에 띄는 것들이 많아 몇개 찍어봤습니다,LABEL_0,0.4666
아침 일찍 현장 발매하기 위해 달려갔는데,LABEL_1,0.4948
깜짝놀랐네요.,LABEL_1,0.4804
오전10시전에 줄이,LABEL_1,0.5437
전철역입구까지ㅜ 되돌아가야하나 했는데,LABEL_1,0.7027
무려 1시간 줄을 서서 2시타임 표를 예매성공했네요,LABEL_2,0.9733
"가방 맡기고 이촌역주변, 점심 먹으러 고고 현장발권하실분들은 최소한 오전 9시도착해서 줄을 서야 가능할듯요",LABEL_2,0.6751
"국립중앙박물관은 한국에서 가장 크고 중요한 박물관으로, 서울 용산구에 위치하고 있음.",LABEL_2,0.7401
"한국의 역사와 문화를 한눈에 볼 수 있는 곳으로, 선사 시대부터 조선 시대까지 다양한 유물과 예술품을 전시하고 있음.",LABEL_2,0.9621
"기본 정보 개관 1945년 현재 위치로 이전 2005년 규모 총 3,000여 점의 전시물 입장료 무료 특별전은 유료 운영시간 10001800 수토요일은 2100까지 연장 운영  사유의 방은 정말 강추함.",LABEL_2,0.9414
유물을 보며 눈이 촉촉해지는 경험을 할 수 있음.,LABEL_2,0.9458
동상이 입체적으로 보임.,LABEL_0,0.6861
특히 표정이 정말 놀라운데 살아있는거 같음.,LABEL_2,0.8866
가족이나 연인 단위 나들이 하기 아주 좋은 곳임.,LABEL_2,0.9806
물품보관함,LABEL_2,0.7631
매우적음 불편 보안요원 사람들 많이 상대해서 피곤한건 이해하는데,LABEL_1,0.8621
너무 표정말투 띠껍게말함,LABEL_0,0.628
매우별로 내부전시 볼거리 충분,LABEL_2,0.9719
오랜만에 방문한 곳규모가 어마어마하고 볼거리도 많다.,LABEL_2,0.9828
정말 알찬 공간입니다,LABEL_2,0.989
이번 주는 신라백제가야 시대를 아이와 공부해 보았습니다  벽화나 금관등 신기하고 영롱한 장신구들 보면서 아이와 유익한 시간을 보냈습니다,LABEL_2,0.9626
역사를 배웁시다,LABEL_2,0.8778
몇년만에 온  국립중앙박물관  입니다,LABEL_2,0.9738
완전바꼈어요!,LABEL_2,0.9498
박물관 안에 들어올때 가방 짐검사후 들어올수있어요 흰바구니에 가방 넣고 통과후 구경하면 됩니다  기증물품도 많고 되게 고급지게 바꼈어요,LABEL_2,0.9778
사람들도 엄청 많아요!,LABEL_2,0.6911
무료입니다,LABEL_2,0.9876
아이들과 같이온 가족들이 많았어요,LABEL_2,0.822
규모도 크고 하루종일 시간 보내기 좋습니다,LABEL_2,0.9921
추울때 실내에서 있기 넘좋아요 와보세요,LABEL_2,0.9478
그리고 말하는 로보트도 있어요!,LABEL_2,0.8821
볼거리가 많아서 아이들이 무척 많습니다,LABEL_1,0.4895
로봇을 클릭하면 로봇이 자기를 따라오라며 안내해주십니다,LABEL_1,0.4545
피리부는 사나이 마냥 아이들이 따라다녀요,LABEL_0,0.7766
로봇 왈 조심하세요,LABEL_1,0.6341
제가 지나갈수 있도록 옆으로 비켜주세요 라고 말해요 ㅎ,LABEL_1,0.5783
VR 가상체험 하는곳도 있어요!,LABEL_2,0.8381
국립중앙박물관에 가시면 사유의 방은 꼭 가시는걸 추천드려요!,LABEL_2,0.8024
반가사유상을 보면 마음이 편해지는 것 같습니다!,LABEL_2,0.9552
귀여운 반가사유상 인형과 키링인형도 있어요 그 외에도 다양한 유물과 전시회도 있으니 보시는걸 추천드립니다!,LABEL_2,0.9813
워낙 넓어서 일찍 가셔서 보시는게 좋을것 같아요!,LABEL_1,0.8133
귀엽고 예쁜 기념품들도 많고 쉴수있는 카페도 있습니다,LABEL_2,0.9908
비엔나1900 에곤실레 그림이 많아서 행복한 시간 클림트 그림은 몇점 안된다,LABEL_1,0.7595
코코슈카를 만날수있다,LABEL_2,0.9331
방학때마다 국중박을 방문합니다.,LABEL_2,0.7991
특별전시도 있지만,LABEL_1,0.5203
이번은 외규장각 의궤실 공개와 선사시대 재개관 관람을 위해 갔습니다.,LABEL_2,0.9019
초등학생들을 위한 사설 도슨트도 많이 진행이 되고 있었지만,LABEL_2,0.9342
나름의 전략은 가능한 자주 방문해서 친숙함과 익숙함이 장점이 되도록 하는게 도움이 된다고 생각합니다.,LABEL_2,0.5102
유브에서 국중박 공식개정이 있으니 아이와 함께 시청 또는 보호자만이라도 사전 공부하고 가면 유익합니다.,LABEL_2,0.859
금번 선사시대는 동영상과 지도 설명 및 유물의 사면을 투명유리화 하여 면밀히 볼수 있도록 했습니다.,LABEL_2,0.9677
광개토대왕릉비도 디지털실사판으로 그 위용을 뽐내며 웅장함을 느낄수 있습니다.,LABEL_2,0.9838
한번에 다 돌아보겠다는 욕심을 부리면 아이들도 부모님도 피곤해지니 테마를 정해서 오전 관람후 식사하고 귀가하면 저학년에게나 고학년도 부담이 적어요.,LABEL_0,0.6342
"비엔나 1900, 꿈꾸는 예술가들 전시회  매우 기대했던 전시회.",LABEL_2,0.7472
"요즘은 미디어전시가 유행해서인지 원화를 볼 기회가 전보다 많지 않은데, 거장들의 원화가 온다하여 기대했다.",LABEL_2,0.7935
좋아하는 작가들의 작품을 볼 생각에 이미 전시관에 들어설 때부터 심장이 뛰었는데,LABEL_1,0.5907
", 약 두 시간의 관람 후 깊은 여운을 가지고 퇴장했다.",LABEL_2,0.7882
유명한 작품은 생각보다 많지 않았지만,LABEL_1,0.8678
", 일상과 예술의 통합을 꿈꾸며 총체예술을 이루어나간 비엔나 분리파의 발자취를 잘 구성해낸 전시였기에 만족스러웠다.",LABEL_2,0.9894
"모더니즘 선구자들의 예술을 향한 도전과 열정이, 그리고 고뇌와 사랑이 느껴진 전시.",LABEL_2,0.9097
특별히 기억에 남은 작품은 쉴레의 자화상.,LABEL_2,0.9551
에곤 쉴레가 그려낸 섬세한 선에는 어둠이 짙다.,LABEL_1,0.6815
어둠이 짙은만큼 껄끄럽지만,LABEL_1,0.8729
", 그만큼 솔직하기에 눈길과 마음이 간다.",LABEL_2,0.774
박물관갔다가 운좋게 현장예매 성공했어요,LABEL_2,0.9879
전시가 너무 좋네요,LABEL_2,0.9803
미리 국립중앙박물관 유튜브로 설명듣고 가면 그림에 대한 이해가 더 잘 될것 같아요,LABEL_2,0.9642
전시 구성이 알차요.,LABEL_2,0.9267
좋은 시간이였습니다!,LABEL_2,0.9779
"디지털 실감 영상관 2관 VR  상설전시관 2층 동쪽 맨 끝에 있고, 온라인 예약 후 이용 가능합니다.",LABEL_2,0.9882
경고!,LABEL_2,0.6342
"5번 박물관 정원을 거닐다, 하지 마세요!",LABEL_0,0.6754
전 분명히 경고했습니다.,LABEL_2,0.7071
다섯 개의 VR 중 하나를 선택하는 겁니다.,LABEL_2,0.8509
같은 시간대에 먼저 예약하신 분에게 우선권이 주어집니다.,LABEL_2,0.9344
5번 선택 전에 어지러울 수 있다고 안내해 주시지만,LABEL_1,0.7361
", 이 정도일 줄은 몰랐네요.",LABEL_1,0.5162
게임 속 고양이 캐릭터 잡아다 나비탕 만들고 싶었습니다.,LABEL_2,0.5513
5분도 못 하고 토할 뻔했어요.,LABEL_0,0.6426
한동안 대기실에서 멍때리고 앉아 있었다능.,LABEL_0,0.6683
여러분은 이런 실수하지 마시길.,LABEL_1,0.5426
국립중앙박물관 상설전시관 방문.,LABEL_2,0.8673
"왕의서고 외규장각 의궤실, 기증품전시관 1,2,3 전시관 너무 유익하고 좋았슴.",LABEL_2,0.9818
헤드폰 쓰고 기증자에 관한 다큐 영상 제공하는 거 꼭 보세요! 그리스가 로마에게 로마가 그리스에게,LABEL_2,0.5732
전시도 크지 않지만,LABEL_1,0.8443
좋았다.,LABEL_2,0.954
클림트 작품은 거의 없고 비엔나 분리파 회원들의 작품과 에곤실레 작품이 대부분입니다.,LABEL_0,0.6191
"에곤실레 작품, 클림트와 에곤실레가 속했던 분리파의 작품과 공예 등도 볼만합니다.",LABEL_2,0.9871
모든 작품 촬영가능해서 좋았습니다.,LABEL_2,0.9792
"비엔나 1900, 꿈꾸는 예술가들   구스타프 클림트, 에곤 실레를 비롯한 거장들의 작품들이 머나먼 오스트리아 빈의 레오폴트미술관에서 날라왔다고 들어 달려왔습니다",LABEL_2,0.6569
"클림트의 수풀 속 여인 슈퇴어의 호숫가의 남녀 게르스틀의 반신 자화상 실레의 꽈리 열매가 있는 자화상, 어머니와 아이 이런 여러 걸작들이 191점이나 있었습니다",LABEL_2,0.7302
"그림뿐만 아니라 포스터, 드로잉, 가구 등 장르도 다채로웠고 각 시대에는 그 시대 예술을, 예술에는 자유를! 이라는 문구만큼이나 인상적인 빈 분리파의 작품들을 좋은 기획아래 즐길 수 있어 좋았습니다",LABEL_2,0.9702
이정도면 우리나라에서 열린 전시 중에선 손꼽힐 정도이지 싶네요,LABEL_1,0.4571
1900년 비엔나로 떠나고 싶은 분들은 3월 3일까지 잊지말구 오시길 바랍니다,LABEL_2,0.593
국립중앙박물관에서 열린 푸른 세상을 빚다 고려 상형청자 전시는 고려시대 청자의 아름다움과 예술성을 깊이 있게 조명한 전시였다,LABEL_2,0.9395
"일반적인 그릇 형태를 넘어 동물, 식물 생활용품을 본뜬 상형청자는 고려인의 자연관과 미적 감각을 엿볼 수 있는 작품들이었다",LABEL_2,0.908
"특히, 청자 참외 모양 병과 오리 모양 연적은 섬세한 조형미와 은은한 비취색이 조화를 이루며 감탄을 자아냈다.",LABEL_2,0.8247
"또한, 청자의 유약이 만들어내는 독특한 색감과 문양을 가까이서 볼 수 있어 더욱 흥미로웠다",LABEL_2,0.9626
전시를 관람하며 고려청자의 조형적 다양성과 독창성에 대한 이해가 깊어졌고 당시의 예술과 문화를 상상해보는 특별한 시간이 되었다,LABEL_2,0.9629
전통의 미를 현대적 감각으로 재조명한 이번 전시는 고려청자의 매력을 다시금 일깨워 준 뜻깊은 경험이었다,LABEL_2,0.9383
국립중앙박물관 사유의 방에서의 경험은 단순한 전시 관람이 아니라 깊은 사색과 치유의 여정이었습니다.,LABEL_2,0.8454
모든 것이 멈춘 듯한 정적 속에서도 끊임없이 흐르는 감정과 사유가 있었습니다.,LABEL_2,0.8974
"오롯이 나 자신과 마주하는 시간이 주어졌고, 바쁜 일상 속에서는 쉽게 느낄 수 없는 평온함과 위로가 스며들었습니다.",LABEL_2,0.9442
"반가사유상을 바라보는 동안 나도 모르게 깊은 숨을 내쉬며 마음을 내려놓을 수 있었고, 무언가를 깨닫지는 못했지만",LABEL_1,0.8155
그 자체로 충분한 경험이었습니다.,LABEL_2,0.9813
잠시 모든 것을 내려놓고 온전히 사색에 잠길 수 있었던 시간.,LABEL_2,0.8476
한순간이었지만,LABEL_1,0.7803
", 그 여운은 오래도록 남을 것 같습니다.",LABEL_2,0.9604
"치유와 평안을 안고 돌아온 소중한 순간이었으며, 또다시 이곳을 찾아 깊은 생각에 잠기고 싶어졌습니다.",LABEL_2,0.8544
온전한 나,LABEL_2,0.9247
국립중앙박물관에 들어서자마자 가장 먼저 시선을 끄는 것은 단연 경천사 십층석탑이다.,LABEL_2,0.558
웅장한 규모와 정교한 조각이 돋보이는 이 석탑은 대리석 석탑이다.,LABEL_2,0.9201
고려 후기 불교 문화와 원나라의 영향을 동시에 보여주는 대표적인 유물이다.,LABEL_2,0.9215
"이날 박물관을 찾은 많은 관람객들, 특히 단체로 온 학생들이 해설사의 설명을 들으며 경천사 십층석탑을 유심히 바라보고 있었다.",LABEL_2,0.6132
"거대한 석탑을 눈앞에서 직접 보면, 그 세밀한 조각 하나하나에서 고려 후기 불교미술의 정수를 느낄 수 있다.",LABEL_2,0.7756
단순히 책이나 사진으로 보는 것과는 비교할 수 없을 정도로 웅장한 감동을 준다.,LABEL_2,0.7953
"국립중앙박물관을 방문한다면, 가장 먼저 맞이하게 되는 경천사 십층석탑 앞에서 잠시 발걸음을 멈추고 그 역사와 예술적 가치를 음미해보길 추천한다.",LABEL_2,0.9007
외부환경제어가 되지않은 최악의 전시.,LABEL_0,0.5905
우선은 전시 자체는 좋았다.,LABEL_1,0.6693
다만 3층에서의 공사소음이 지나칠정도로커서 제대로 된 감상은 불가능했다.,LABEL_1,0.5757
"공사소음에 묻혀 동영상콘텐츠의 소리가 들리지않았고, 전시실 내에도 울려서 유물감상이 불가능할정도였다.",LABEL_0,0.758
좋은 유물과 콘텐츠가 공사장소음때문에 불쾌감으로 바뀔수밖에 없다.,LABEL_0,0.5153
데스크에 문의하니 이번주는 내내 공사예정이라고 한다.,LABEL_0,0.341
개인적으로는 공사일정 조율이 어려운사항이라면 남은 공사기간동안이라도 기획전시 유료 티켓을 판매하지않는게 맞지않나싶다.,LABEL_1,0.6394
돈벌이에 급급해서 대한민국의 대표박물관이 관람객들에게 불쾌한 기억으로 남는다면 국가이미지에 먹칠을 하는것이 아닐까싶다.,LABEL_0,0.5744
시설도 깨끗하고 아이와 함께 유익한 시간이였어요,LABEL_2,0.9885
초등 아이와 작년에만 6번 정도 왔고 2025에도 꾸준히 방문해서 여러 전시품들을 관람하고 역사도 공부하고 있습니다,LABEL_2,0.986
장점 주차가 편하고 전시품들의 퀄리티가 높아요,LABEL_2,0.9827
아이가 역사에 대한 호기심을 가지게 되었어요,LABEL_2,0.9629
외규장각 의궤전 보러 방문하였습니다.,LABEL_2,0.8665
"전시실 자체도 멋ㅈ게 꾸며져있고, 상세한 설명이 담긴 책처럼 넘기면서 볼수있는 미디어 자료도 너무 유익하고 재미있게 체험할수 있어 좋았습니다!",LABEL_2,0.99
국립중앙박물관 기증관에는 다양한 유물이 전시되어 있다.,LABEL_2,0.889
"그중에서 고려 청자, 조선 백자 등 다양한 도자기도 전시되어 있다.",LABEL_2,0.9189
"고려 청자는 비취색 유약과 상감 기법이 특징인데, 중국에서 기술을 도입했어도 더 뛰어난 기법이다.",LABEL_2,0.8062
